seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,no_signal,,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,direction,277.72,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,direction,353.12,,0.0,0.0
11,59.0,measure,0.0,0.0,10,direction,332.71,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,direction,186.05,,0.0,0.0
16,89.0,measure,0.0,0.0,15,direction,109.11,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,direction,33.85,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,277.217902,measure,345.11688078533086,-678.3447359032928,6,direction,236.09,,761.089509933427,761.089509933427
23,325.979636,measure,485.0000000000001,-840.0446416709054,1,no_signal,,,213.8086681275579,974.898178060985
24,331.979636,measure,485.0000000000001,-840.0446416709054,2,no_signal,,,0.0,974.898178060985
25,337.979636,measure,485.0000000000001,-840.0446416709054,3,no_signal,,,0.0,974.898178060985
26,343.979636,measure,485.0000000000001,-840.0446416709054,4,no_signal,,,0.0,974.898178060985
27,349.979636,measure,485.0000000000001,-840.0446416709054,5,no_signal,,,0.0,974.898178060985
28,355.979636,measure,485.0000000000001,-840.0446416709054,6,direction,202.82,,0.0,974.898178060985
29,361.979636,measure,485.0000000000001,-840.0446416709054,7,no_signal,,,0.0,974.898178060985
30,367.979636,measure,485.0000000000001,-840.0446416709054,8,no_signal,,,0.0,974.898178060985
31,373.979636,measure,485.0000000000001,-840.0446416709054,9,no_signal,,,0.0,974.898178060985
32,379.979636,measure,485.0000000000001,-840.0446416709054,10,no_signal,,,0.0,974.898178060985
33,385.979636,measure,485.0000000000001,-840.0446416709054,11,no_signal,,,0.0,974.898178060985
34,391.979636,measure,485.0000000000001,-840.0446416709054,12,no_signal,,,0.0,974.898178060985
35,397.979636,measure,485.0000000000001,-840.0446416709054,13,no_signal,,,0.0,974.898178060985
36,403.979636,measure,485.0000000000001,-840.0446416709054,14,no_signal,,,0.0,974.898178060985
37,409.979636,measure,485.0000000000001,-840.0446416709054,15,no_signal,,,0.0,974.898178060985
38,415.979636,measure,485.0000000000001,-840.0446416709054,16,direction,11.57,,0.0,974.898178060985
39,421.979636,measure,485.0000000000001,-840.0446416709054,17,no_signal,,,0.0,974.898178060985
40,427.979636,measure,485.0000000000001,-840.0446416709054,18,no_signal,,,0.0,974.898178060985
41,433.979636,measure,485.0000000000001,-840.0446416709054,19,no_signal,,,0.0,974.898178060985
42,439.979636,measure,485.0000000000001,-840.0446416709054,20,no_signal,,,0.0,974.898178060985
43,522.042353,measure,134.58392431028307,-987.8519436808093,6,no_signal,,,380.3135872266838,1355.2117652876686
44,563.171735,measure,300.9615193526199,-917.4828997333711,6,direction,201.85,,180.64691106727597,1535.8586763549447
45,603.232986,clear,138.33677451551742,-982.9464396592355,6,success,,1,175.30625400412254,1711.1649303590673
46,737.134457,measure,-485.00000000000045,-840.0446416709053,20,no_signal,,,639.5073559637192,2350.6722863227865
47,743.134457,measure,-485.00000000000045,-840.0446416709053,19,no_signal,,,0.0,2350.6722863227865
48,749.134457,measure,-485.00000000000045,-840.0446416709053,18,no_signal,,,0.0,2350.6722863227865
49,755.134457,measure,-485.00000000000045,-840.0446416709053,17,no_signal,,,0.0,2350.6722863227865
50,761.134457,measure,-485.00000000000045,-840.0446416709053,16,no_signal,,,0.0,2350.6722863227865
51,767.134457,measure,-485.00000000000045,-840.0446416709053,15,no_signal,,,0.0,2350.6722863227865
52,773.134457,measure,-485.00000000000045,-840.0446416709053,14,direction,104.59,,0.0,2350.6722863227865
53,779.134457,measure,-485.00000000000045,-840.0446416709053,13,no_signal,,,0.0,2350.6722863227865
54,785.134457,measure,-485.00000000000045,-840.0446416709053,12,no_signal,,,0.0,2350.6722863227865
55,791.134457,measure,-485.00000000000045,-840.0446416709053,11,direction,184.91,,0.0,2350.6722863227865
56,797.134457,measure,-485.00000000000045,-840.0446416709053,10,no_signal,,,0.0,2350.6722863227865
57,803.134457,measure,-485.00000000000045,-840.0446416709053,9,no_signal,,,0.0,2350.6722863227865
58,809.134457,measure,-485.00000000000045,-840.0446416709053,8,no_signal,,,0.0,2350.6722863227865
59,815.134457,measure,-485.00000000000045,-840.0446416709053,7,direction,152.95,,0.0,2350.6722863227865
60,821.134457,measure,-485.00000000000045,-840.0446416709053,5,no_signal,,,0.0,2350.6722863227865
61,827.134457,measure,-485.00000000000045,-840.0446416709053,4,no_signal,,,0.0,2350.6722863227865
62,833.134457,measure,-485.00000000000045,-840.0446416709053,3,no_signal,,,0.0,2350.6722863227865
63,839.134457,measure,-485.00000000000045,-840.0446416709053,2,no_signal,,,0.0,2350.6722863227865
64,845.134457,measure,-485.00000000000045,-840.0446416709053,1,no_signal,,,0.0,2350.6722863227865
65,1006.087678,measure,-1014.6862706828945,-274.6288869715762,7,direction,185.42,,774.7661072944298,3125.438393617216
66,1088.433093,clear,-685.090958914179,-72.33019859610809,14,success,,1,386.72707282830805,3512.165466445524
67,1153.222486,measure,-970.0,1.1879073951729327e-13,1,no_signal,,,293.9469668518362,3806.1124332973604
68,1159.222486,measure,-970.0,1.1879073951729327e-13,2,direction,125.52,,0.0,3806.1124332973604
69,1165.222486,measure,-970.0,1.1879073951729327e-13,3,no_signal,,,0.0,3806.1124332973604
70,1171.222486,measure,-970.0,1.1879073951729327e-13,4,no_signal,,,0.0,3806.1124332973604
71,1177.222486,measure,-970.0,1.1879073951729327e-13,5,no_signal,,,0.0,3806.1124332973604
72,1183.222486,measure,-970.0,1.1879073951729327e-13,7,direction,210.54,,0.0,3806.1124332973604
73,1189.222486,measure,-970.0,1.1879073951729327e-13,8,no_signal,,,0.0,3806.1124332973604
74,1195.222486,measure,-970.0,1.1879073951729327e-13,9,no_signal,,,0.0,3806.1124332973604
75,1201.222486,measure,-970.0,1.1879073951729327e-13,10,no_signal,,,0.0,3806.1124332973604
76,1207.222486,measure,-970.0,1.1879073951729327e-13,11,direction,263.19,,0.0,3806.1124332973604
77,1213.222486,measure,-970.0,1.1879073951729327e-13,12,no_signal,,,0.0,3806.1124332973604
78,1219.222486,measure,-970.0,1.1879073951729327e-13,13,no_signal,,,0.0,3806.1124332973604
79,1225.222486,measure,-970.0,1.1879073951729327e-13,15,direction,44.82,,0.0,3806.1124332973604
80,1231.222486,measure,-970.0,1.1879073951729327e-13,16,no_signal,,,0.0,3806.1124332973604
