avg_time_per_source_s,clear_fail,clear_success,clear_time_s,cleared,coarse_failures,coarse_successes,completed_search_points,deferred_targets,dir_count,discovered_but_not_cleared,error,fallback_rate,fallback_targets,information_ridge_selected_count,intersection_attempts,intersection_selected_count,legacy_backbone_fallback_count,local_reacquisition_measure_count,local_reacquisition_move_m,local_reacquisition_switch_count,local_reacquisition_time_s,measure_count,measure_time_s,mec_checks,move_distance_m,move_time_s,n,nbv_effective_count,nbv_selected_count,near_count,never_discovered,no_signal_after_found,non_reacquisition_time_s,number_cleared,number_discovered,omni_count,policy_runtime_s,problem,reacquisition_attempts,reacquisition_successes,remaining_search_points,seed,source_count,spatial_stop_selected_count,success,suite,switch_count,switch_time_s,tail_rescue_count,targets_remaining_at_exit,termination_reason,time_component_delta_s,total,total_time_s,version,w2_fallback_count,w3_coarse_fallback_count,wait_for_route_success_count
477.70897,0,16,80.0,16,30,36,16,6,10,0,,0.0,2,0,0,0,0,143,17586.097822964428,93,4325.219564592886,343,1715.0,36,27791.71758177323,5558.343516354646,27,0,0,3,0,102,3318.1239554071144,16,16,6,9.420015199997579,4,143,55,0,0,16,0,1,random,290,290.0,0,0,all_resolved,3.6453538996283896e-06,16,7643.34352,w5pro,0,0,0
548.6366612857142,0,14,70.0,14,8,16,25,5,9,0,,0.0,0,0,0,0,0,111,7688.185782498284,96,2188.637156499657,376,1880.0,16,26869.566292296076,5373.913258459215,27,0,0,1,0,97,5492.2761015003425,14,14,5,5.498130299994955,4,111,25,0,10000,14,0,1,min_reff,357,357.0,0,0,all_resolved,-4.592156983562745e-07,14,7680.913258,w5pro,0,0,0
