seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,no_signal,,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,direction,272.9,,0.0,0.0
5,23.0,measure,0.0,0.0,4,direction,110.58,,0.0,0.0
6,29.0,measure,0.0,0.0,5,direction,278.78,,0.0,0.0
7,35.0,measure,0.0,0.0,6,direction,79.72,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,direction,176.04,,0.0,0.0
11,59.0,measure,0.0,0.0,10,direction,340.22,,0.0,0.0
12,65.0,measure,0.0,0.0,11,direction,354.71,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,direction,220.85,,0.0,0.0
16,89.0,measure,0.0,0.0,15,direction,316.82,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,direction,262.29,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,278.499838,measure,364.1707806606198,675.5994755518261,6,direction,202.5,,767.4991914346671,767.4991914346671
23,325.312538,measure,485.0000000000001,840.0446416709054,1,no_signal,,,204.0635021411121,971.5626935757791
24,331.312538,measure,485.0000000000001,840.0446416709054,2,no_signal,,,0.0,971.5626935757791
25,337.312538,measure,485.0000000000001,840.0446416709054,3,no_signal,,,0.0,971.5626935757791
26,343.312538,measure,485.0000000000001,840.0446416709054,4,direction,166.12,,0.0,971.5626935757791
27,349.312538,measure,485.0000000000001,840.0446416709054,5,no_signal,,,0.0,971.5626935757791
28,355.312538,measure,485.0000000000001,840.0446416709054,6,direction,215.6,,0.0,971.5626935757791
29,361.312538,measure,485.0000000000001,840.0446416709054,7,no_signal,,,0.0,971.5626935757791
30,367.312538,measure,485.0000000000001,840.0446416709054,8,direction,40.21,,0.0,971.5626935757791
31,373.312538,measure,485.0000000000001,840.0446416709054,9,no_signal,,,0.0,971.5626935757791
32,379.312538,measure,485.0000000000001,840.0446416709054,10,no_signal,,,0.0,971.5626935757791
33,385.312538,measure,485.0000000000001,840.0446416709054,11,direction,309.35,,0.0,971.5626935757791
34,391.312538,measure,485.0000000000001,840.0446416709054,12,no_signal,,,0.0,971.5626935757791
35,397.312538,measure,485.0000000000001,840.0446416709054,13,no_signal,,,0.0,971.5626935757791
36,403.312538,measure,485.0000000000001,840.0446416709054,14,no_signal,,,0.0,971.5626935757791
37,409.312538,measure,485.0000000000001,840.0446416709054,15,no_signal,,,0.0,971.5626935757791
38,415.312538,measure,485.0000000000001,840.0446416709054,16,no_signal,,,0.0,971.5626935757791
39,421.312538,measure,485.0000000000001,840.0446416709054,17,no_signal,,,0.0,971.5626935757791
40,427.312538,measure,485.0000000000001,840.0446416709054,18,no_signal,,,0.0,971.5626935757791
41,433.312538,measure,485.0000000000001,840.0446416709054,19,no_signal,,,0.0,971.5626935757791
42,439.312538,measure,485.0000000000001,840.0446416709054,20,no_signal,,,0.0,971.5626935757791
43,538.188819,clear,103.08839861180442,567.1665922079051,6,success,,1,469.3814026499428,1440.944096225722
44,672.851519,measure,-484.9999999999998,840.0446416709055,20,no_signal,,,648.3135001374937,2089.2575963632157
45,678.851519,measure,-484.9999999999998,840.0446416709055,19,no_signal,,,0.0,2089.2575963632157
46,684.851519,measure,-484.9999999999998,840.0446416709055,18,no_signal,,,0.0,2089.2575963632157
47,690.851519,measure,-484.9999999999998,840.0446416709055,17,no_signal,,,0.0,2089.2575963632157
48,696.851519,measure,-484.9999999999998,840.0446416709055,16,no_signal,,,0.0,2089.2575963632157
49,702.851519,measure,-484.9999999999998,840.0446416709055,15,no_signal,,,0.0,2089.2575963632157
50,708.851519,measure,-484.9999999999998,840.0446416709055,14,direction,280.04,,0.0,2089.2575963632157
51,714.851519,measure,-484.9999999999998,840.0446416709055,13,no_signal,,,0.0,2089.2575963632157
52,720.851519,measure,-484.9999999999998,840.0446416709055,12,no_signal,,,0.0,2089.2575963632157
53,726.851519,measure,-484.9999999999998,840.0446416709055,11,no_signal,,,0.0,2089.2575963632157
54,732.851519,measure,-484.9999999999998,840.0446416709055,10,no_signal,,,0.0,2089.2575963632157
55,738.851519,measure,-484.9999999999998,840.0446416709055,9,direction,237.13,,0.0,2089.2575963632157
56,744.851519,measure,-484.9999999999998,840.0446416709055,8,no_signal,,,0.0,2089.2575963632157
57,750.851519,measure,-484.9999999999998,840.0446416709055,7,no_signal,,,0.0,2089.2575963632157
58,756.851519,measure,-484.9999999999998,840.0446416709055,5,no_signal,,,0.0,2089.2575963632157
59,762.851519,measure,-484.9999999999998,840.0446416709055,4,direction,63.7,,0.0,2089.2575963632157
60,768.851519,measure,-484.9999999999998,840.0446416709055,3,no_signal,,,0.0,2089.2575963632157
61,774.851519,measure,-484.9999999999998,840.0446416709055,2,no_signal,,,0.0,2089.2575963632157
62,780.851519,measure,-484.9999999999998,840.0446416709055,1,no_signal,,,0.0,2089.2575963632157
63,832.862732,clear,-383.59092435365056,1052.1001853151736,4,success,,1,235.05606610703126,2324.313662470247
64,979.771259,measure,-397.83216959717714,347.7014998045191,14,direction,280.26,,704.5426326456222,3028.856295115869
65,1057.205974,measure,-742.4221432847473,441.6733800559336,9,direction,235.11,,357.1735771917997,3386.029872307669
66,1109.665718,measure,-878.1576577625099,247.0286951422988,9,direction,236.0,,237.29872156349904,3623.328593871168
67,1138.392864,measure,-944.4979159876846,148.6752176565985,9,direction,237.44,,118.63572984102645,3741.9643237121945
68,1154.985429,measure,-975.6924960189849,99.8225048936032,9,direction,237.9,,57.962827464099156,3799.9271511762936
69,1165.696413,measure,-990.8665407603105,75.63300489895215,9,direction,57.65,,28.554921533826242,3828.4820727101196
70,1171.879444,clear,-987.6142406534607,80.57381635563829,9,success,,1,5.915156281581772,3834.3972289917015
71,1194.374778,measure,-970.0,1.1879073951729327e-13,1,no_signal,,,82.47667158603173,3916.8739005777334
72,1200.374778,measure,-970.0,1.1879073951729327e-13,2,no_signal,,,0.0,3916.8739005777334
73,1206.374778,measure,-970.0,1.1879073951729327e-13,3,no_signal,,,0.0,3916.8739005777334
74,1212.374778,measure,-970.0,1.1879073951729327e-13,5,no_signal,,,0.0,3916.8739005777334
75,1218.374778,measure,-970.0,1.1879073951729327e-13,7,no_signal,,,0.0,3916.8739005777334
76,1224.374778,measure,-970.0,1.1879073951729327e-13,8,no_signal,,,0.0,3916.8739005777334
77,1230.374778,measure,-970.0,1.1879073951729327e-13,10,no_signal,,,0.0,3916.8739005777334
78,1236.374778,measure,-970.0,1.1879073951729327e-13,11,no_signal,,,0.0,3916.8739005777334
79,1242.374778,measure,-970.0,1.1879073951729327e-13,12,no_signal,,,0.0,3916.8739005777334
80,1248.374778,measure,-970.0,1.1879073951729327e-13,13,no_signal,,,0.0,3916.8739005777334
