strategy,suite,seed,channel,kind,first_found_time_s,clear_time_s,found_to_clear_s,supplement_measure_count,reacquisition_attempts,reacquisition_successes,reacquisition_no_signal,reacquisition_move_m,reacquisition_switch_count,reacquisition_time_s,mean_planned_step_m,max_planned_step_m,coarse_probe_count,intersection_probe_count,fallback_probe_count,cleared
w6_persistent_bearing,random,36,6,dir,4564.033202,5646.738213,1082.705011,28,27,5,22,1839.528732902546,2,504.9057465805092,131.8028846153846,500.0,25,0,1,1
w6_persistent_bearing,random,36,7,dir,41.0,8268.372953,8227.372953,27,25,5,20,1094.336786493442,21,364.86735729868843,204.75696620402283,500.0,5,0,0,1
w6_persistent_bearing,random,36,9,dir,939.600934,7902.388847,6962.787913,20,17,1,16,0.0,17,102.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,36,10,omni,59.0,4682.642483,4623.642483,17,16,4,12,500.00000000000006,16,196.0,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,36,11,dir,2971.63194,8537.62464,5565.9927,21,20,6,14,689.7640201943432,13,250.95280403886863,91.39555743300245,354.2951975598944,8,0,0,1
w6_persistent_bearing,random,36,17,dir,343.734183,8015.174829,7671.440646,21,20,2,18,0.0,20,120.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,36,19,omni,2923.63194,8832.51015,5908.87821,14,11,2,9,0.0,11,66.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,37,2,omni,733.137618,6766.20092,6033.0633020000005,15,14,2,12,0.0,14,84.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,37,3,omni,17.0,2330.986645,2313.986645,5,1,0,1,0.0,1,6.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,37,4,dir,3250.546001,4733.195913,1482.6499119999994,15,14,3,11,1017.3317629443939,4,277.46635258887875,129.8890925987946,437.26977405060654,11,0,0,1
w6_persistent_bearing,random,37,5,dir,6907.493785,7492.082551,584.5887660000008,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,37,6,omni,35.0,1652.278745,1617.278745,5,4,4,0,690.7824943246021,4,162.15649886492042,439.37194216147657,500.0,2,0,0,1
w6_persistent_bearing,random,37,7,dir,396.0,8012.950392,7616.950392,34,33,3,30,3032.193031209564,22,793.4386062419128,245.53571428571428,500.0,14,0,0,1
w6_persistent_bearing,random,37,8,dir,47.0,1551.259398,1504.259398,5,4,3,1,188.73651246162243,4,61.747302492324486,381.3676884677724,500.0,2,0,0,1
w6_persistent_bearing,random,37,9,omni,53.0,2664.646159,2611.646159,10,9,6,3,1032.0260770384941,4,255.40521540769882,227.05542659165778,500.0,6,0,0,1
w6_persistent_bearing,random,37,11,omni,372.0,2889.58073,2517.58073,4,3,1,2,0.0,3,18.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,37,12,dir,71.0,2114.863307,2043.863307,12,11,6,5,1644.8869169863942,5,388.97738339727886,323.2569490138452,500.0,8,0,0,1
w6_persistent_bearing,random,37,13,dir,77.0,1578.583101,1501.583101,5,4,4,0,252.06666581687657,4,74.41333316337531,409.9054164182309,500.0,2,0,0,1
w6_persistent_bearing,random,37,15,dir,89.0,3448.626386,3359.626386,12,11,2,9,1017.7061989369457,7,265.54123978738915,416.6666666666667,500.0,6,0,0,1
w6_persistent_bearing,random,37,17,dir,101.0,6423.076397,6322.076397,25,24,3,21,946.6447459092373,18,327.32894918184746,265.6922523357355,500.0,8,0,0,1
w6_persistent_bearing,random,37,18,omni,2781.261378,3679.812737,898.551359,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,37,20,omni,1402.443941,5768.77,4366.326059000001,13,11,4,7,4574.542978508328,8,977.9085957016656,412.8669474559884,500.0,2,0,0,1
w6_persistent_bearing,random,38,1,dir,3721.841275,6012.177627,2290.336352,10,8,5,3,711.2565264164142,3,185.25130528328285,178.414774651948,463.62360594801544,5,0,0,1
w6_persistent_bearing,random,38,3,dir,17.0,4757.583683,4740.583683,15,13,1,12,776.7336214413456,13,233.34672428826912,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,38,4,dir,23.0,5176.203085,5153.203085,19,18,7,11,1169.2368109568822,15,338.8473621913764,211.79289461611816,500.0,5,0,0,1
w6_persistent_bearing,random,38,6,dir,2454.758163,3055.363203,600.6050399999999,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,38,8,omni,47.0,3580.201078,3533.201078,13,12,3,9,783.1606709942798,11,227.63213419885597,391.5803354971399,500.0,2,0,0,1
w6_persistent_bearing,random,38,9,dir,53.0,5017.64543,4964.64543,14,12,1,11,0.0,12,72.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,38,10,omni,378.0,1803.81626,1425.81626,6,5,5,0,879.1457261905907,5,205.82914523811814,435.52830383475,500.0,2,0,0,1
w6_persistent_bearing,random,38,11,omni,65.0,4109.04135,4044.0413500000004,13,12,3,9,0.0,12,72.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,38,12,omni,3673.841275,5837.173312,2163.3320369999997,5,3,3,0,0.0,3,18.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,38,13,omni,77.0,563.699343,486.699343,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,38,14,omni,83.0,4483.532083,4400.532083,14,11,4,7,0.0,11,66.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,38,16,omni,95.0,3851.279372,3756.279372,13,12,2,10,305.55061934450254,12,133.1101238689005,305.5506193445026,305.5506193445026,1,0,0,1
w6_persistent_bearing,random,38,17,omni,336.0,874.664441,538.664441,1,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,38,19,omni,1920.909181,2337.870129,416.9609479999999,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,38,20,dir,1212.815633,1459.136758,246.32112500000017,1,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,39,1,omni,5.0,4823.17825,4818.17825,15,12,1,11,3234.2722617709314,10,716.8544523541863,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,39,5,dir,29.0,1760.074114,1731.074114,7,6,4,2,755.369319977064,5,186.0738639954128,377.6846599885321,500.0,2,0,0,1
w6_persistent_bearing,random,39,7,dir,6072.43948,6615.63902,543.1995399999996,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,39,8,dir,3851.392038,4618.714915,767.3228769999996,15,13,4,9,787.9312593098692,1,223.58625186197384,98.1110005689536,423.5142926908253,12,0,0,1
w6_persistent_bearing,random,39,9,omni,1305.0,2522.201193,1217.2011929999999,4,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,39,10,dir,1004.0,7142.043858,6138.043858,21,19,1,18,0.0,19,114.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,39,11,dir,1650.80099,6224.452468,4573.651478000001,19,18,6,12,1160.2754426039662,17,339.0550885207932,386.75848086798874,500.0,3,0,0,1
w6_persistent_bearing,random,39,12,omni,697.0,4150.95839,3453.95839,12,10,2,8,0.0,10,60.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,39,13,omni,986.0,3311.316648,2325.316648,8,6,2,4,0.0,6,36.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,39,17,omni,101.0,6840.038415,6739.038415,24,22,6,16,0.0,22,132.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,39,18,dir,330.0,5558.15796,5228.15796,18,17,2,15,379.9142490798908,17,177.98284981597817,379.91424907989074,379.91424907989074,1,0,0,1
w6_persistent_bearing,random,40,2,omni,1451.359899,5291.191396,3839.831497,14,12,2,10,369.75636843554935,12,145.95127368710988,369.75636843554935,369.75636843554935,1,0,0,1
w6_persistent_bearing,random,40,3,dir,720.831426,3178.880088,2458.048662,20,19,4,15,1121.3227013675548,8,327.264540273511,110.4662084495912,452.9940864265467,12,0,0,1
w6_persistent_bearing,random,40,4,omni,23.0,971.534301,948.534301,2,1,1,0,0.0,1,6.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,40,5,omni,29.0,856.311531,827.311531,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,40,6,omni,402.0,3698.322569,3296.322569,12,11,4,7,481.1311079845182,11,162.22622159690366,481.13110798451817,481.13110798451817,1,0,0,1
w6_persistent_bearing,random,40,8,omni,390.0,4259.642963,3869.6429630000002,15,14,4,10,1199.551481727867,13,322.9102963455734,448.70810016718445,500.0,2,0,0,1
w6_persistent_bearing,random,40,10,omni,59.0,498.301673,439.301673,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,40,11,omni,65.0,4758.700024,4693.700024,21,20,7,13,1189.7407127719428,15,352.94814255438854,198.2901187953238,500.0,6,0,0,1
w6_persistent_bearing,random,40,14,omni,780.831426,2040.83545,1260.004024,4,2,1,1,0.0,2,12.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,40,15,omni,89.0,623.225978,534.225978,1,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,40,17,omni,5118.227722,5537.82141,419.59368799999993,1,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,40,19,omni,4072.238412,6464.22315,2391.9847379999997,10,7,2,5,300.5645376480328,7,102.11290752960656,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,40,20,omni,4482.658398,6165.018028,1682.3596300000008,6,4,1,3,980.0510190801302,3,219.01020381602603,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,41,1,dir,3936.961187,4330.449685,393.4884979999997,1,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,41,4,omni,3296.107801,4177.757474,881.6496729999999,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,41,5,dir,6236.561768,8402.596745,2166.034977000001,23,22,3,19,3065.6841123200525,7,730.1368224640105,201.32002679105503,500.0,18,0,0,1
w6_persistent_bearing,random,41,6,dir,35.0,3564.634584,3529.634584,11,10,1,9,0.0,10,60.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,41,7,dir,7241.273468,8009.142715,767.8692469999996,21,20,4,16,1584.2952149213138,2,418.85904298426277,163.01675173009156,500.0,19,0,0,1
w6_persistent_bearing,random,41,8,omni,3272.107801,5093.857054,1821.749253,6,5,3,2,595.3472734775894,5,149.0694546955179,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,41,9,omni,53.0,3405.324574,3352.324574,12,11,4,7,500.0000000000001,11,166.00000000000003,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,41,10,dir,5318.195839,5972.913138,654.7172989999999,12,11,2,9,996.2165878567725,1,255.2433175713545,287.5,500.0,10,0,0,1
w6_persistent_bearing,random,41,11,omni,65.0,2456.960349,2391.960349,8,6,1,5,0.0,6,36.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,41,12,dir,2603.58195,3460.277453,856.6955030000004,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,41,13,dir,77.0,3174.120654,3097.120654,11,10,2,8,403.64173186311757,10,140.72834637262352,403.64173186311757,403.64173186311757,1,0,0,1
w6_persistent_bearing,random,41,16,omni,342.0,992.039165,650.039165,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,41,20,dir,3005.888122,5248.805225,2242.917103,7,5,1,4,956.0038704684998,5,221.20077409369998,431.23739578221455,431.23739578221455,1,0,0,1
w6_persistent_bearing,random,42,1,omni,3182.533704,3592.804247,410.2705430000001,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,42,2,omni,11.0,4237.770525,4226.770525,15,14,2,12,305.9507059966688,14,145.19014119933377,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,42,3,omni,1095.015806,5031.100373,3936.084567,14,9,1,8,0.0,9,54.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,42,4,omni,3164.533704,3649.560801,485.02709700000014,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,42,7,dir,41.0,875.824729,834.824729,2,1,1,0,0.0,1,6.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,42,8,dir,1119.015806,1976.532865,857.5170589999998,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,42,9,omni,53.0,993.560397,940.560397,3,2,2,0,95.54413385053358,2,31.108826770106717,451.402067667084,451.402067667084,1,0,0,1
w6_persistent_bearing,random,42,11,omni,65.0,646.76652,581.76652,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,42,12,dir,4106.048301,5822.664849,1716.616548,6,5,2,3,256.7681038593781,5,81.35362077187561,256.7681038593781,256.7681038593781,1,0,0,1
w6_persistent_bearing,random,42,13,omni,725.593584,2328.211813,1602.618229,7,6,5,1,584.4912463968926,6,152.89824927937852,400.0330686741206,500.0,2,0,0,1
w6_persistent_bearing,random,42,14,dir,4112.048301,4777.647043,665.5987420000001,6,5,2,3,1246.7355138121547,1,275.34710276243095,450.0,500.0,5,0,0,1
w6_persistent_bearing,random,42,16,omni,707.593584,1334.564346,626.9707619999999,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,42,17,omni,101.0,523.914476,422.91447600000004,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,42,18,omni,107.0,4008.85816,3901.85816,19,18,6,12,797.0030163342316,14,263.4006032668463,159.4006032668463,415.4031907328418,5,0,0,1
w6_persistent_bearing,random,42,19,omni,695.593584,2353.550145,1657.9565610000002,7,6,5,1,54.914466139377566,6,46.982893227875515,425.17145325573983,500.0,2,0,0,1
w6_persistent_bearing,random,43,1,dir,5.0,959.253252,954.253252,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,43,4,dir,5499.647786,5809.83821,310.19042399999944,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,43,5,dir,1140.551425,6787.831668,5647.280242999999,20,19,1,18,500.3762317136274,18,213.07524634272548,500.0,500.0,2,0,0,1
w6_persistent_bearing,random,43,8,dir,2029.471644,2489.260423,459.7887790000002,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,43,10,dir,703.199198,2725.57475,2022.3755520000002,13,12,2,10,1838.8453901859036,6,433.76907803718075,229.1326618664809,500.0,8,0,0,1
w6_persistent_bearing,random,43,12,dir,71.0,521.892214,450.89221399999997,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,43,14,dir,361.324396,3243.068325,2881.743929,10,8,3,5,1108.3560988849629,6,267.6712197769926,316.29111540453,500.0,3,0,0,1
w6_persistent_bearing,random,43,15,dir,89.0,1844.760227,1755.760227,5,3,1,2,735.9833494662694,3,165.19666989325387,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,43,18,omni,107.0,869.281066,762.281066,2,1,1,0,0.0,1,6.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,43,20,dir,3403.562742,3998.845017,595.282275,13,12,3,9,1334.8020945427888,0,326.96041890855776,237.63394842317334,500.0,12,0,0,1
w6_persistent_bearing,random,44,1,omni,766.556266,5033.115683,4266.559417,13,11,1,10,2765.545062941591,9,617.1090125883181,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,44,2,omni,426.0,5998.589152,5572.589152,19,17,3,14,1382.374678309552,17,378.4749356619104,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,44,4,omni,23.0,576.624676,553.624676,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,44,5,dir,4426.461684,4907.658129,481.1964450000005,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,44,6,omni,2271.421923,6598.972171,4327.5502480000005,17,15,2,13,0.0,15,90.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,44,10,omni,1980.908184,3360.721745,1379.813561,5,4,4,0,1028.576383145384,3,228.71527662907678,346.9216141176223,462.94049785750286,2,0,0,1
w6_persistent_bearing,random,44,11,omni,65.0,1017.448671,952.448671,6,5,5,0,594.6398877908302,2,145.92797755816605,148.65997194770753,317.1405587435834,4,0,0,1
w6_persistent_bearing,random,44,13,omni,77.0,2107.323114,2030.3231139999998,7,6,4,2,606.2185001041552,6,157.24370002083103,425.5804071984056,500.0,2,0,0,1
w6_persistent_bearing,random,44,15,omni,89.0,705.896368,616.896368,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,44,16,omni,95.0,2063.033635,1968.0336349999998,7,6,4,2,282.10148172606625,5,91.42029634521325,377.2207706362614,500.0,2,0,0,1
w6_persistent_bearing,random,44,17,dir,1950.908184,2773.671336,822.763152,25,24,6,18,1611.2470669157794,1,443.2494133831559,143.5546875,500.0,24,0,0,1
w6_persistent_bearing,random,44,18,omni,107.0,1217.758024,1110.758024,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,44,19,dir,862.556266,5655.107997,4792.551731,17,16,2,14,396.36614639884664,16,175.27322927976934,396.36614639884664,396.36614639884664,1,0,0,1
w6_persistent_bearing,random,45,1,omni,3523.388601,6017.123187,2493.734586,10,8,2,6,2739.4131688102716,7,594.8826337620543,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,45,2,omni,11.0,3232.219001,3221.219001,10,8,4,4,0.0,8,48.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,45,3,omni,17.0,3331.905366,3314.905366,10,9,2,7,0.0,9,54.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,45,5,omni,29.0,2937.572238,2908.572238,10,9,5,4,399.48911818246603,9,133.8978236364932,399.4891181824661,399.4891181824661,1,0,0,1
w6_persistent_bearing,random,45,6,omni,1829.060476,2859.193622,1030.1331459999997,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,45,8,dir,3815.794069,5897.71394,2081.9198709999996,9,8,2,6,0.0,8,48.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,45,9,omni,1503.060476,2079.604365,576.543889,1,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,45,10,omni,59.0,2951.270637,2892.270637,9,8,4,4,0.0,8,48.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,45,13,omni,77.0,3947.772407,3870.772407,14,13,4,9,393.91978363016983,12,155.78395672603398,389.8380830544146,500.0,2,0,0,1
w6_persistent_bearing,random,45,14,omni,83.0,4003.767106,3920.767106,13,11,3,8,500.0,11,166.0,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,45,16,omni,409.0,633.004856,224.00485600000002,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,45,20,dir,433.0,4307.195755,3874.1957549999997,14,13,3,10,4627.084788476235,9,999.416957695247,208.05471905851778,277.6603388231138,2,0,0,1
w6_persistent_bearing,random,46,1,dir,774.378056,3552.557909,2778.179853,11,9,2,7,3131.6400867100056,6,677.3280173420011,434.4157178610901,500.0,2,0,0,1
w6_persistent_bearing,random,46,2,omni,1429.247481,5637.207328,4207.959847,18,17,6,11,3196.126148621539,11,735.2252297243078,218.8027806796547,500.0,5,0,0,1
w6_persistent_bearing,random,46,5,omni,29.0,5322.852165,5293.852165,17,14,4,10,0.0,14,84.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,46,8,omni,367.324396,4898.879457,4531.555061,17,16,4,12,314.5844009716626,15,157.91688019433252,157.29220048583133,209.69907472190434,2,0,0,1
w6_persistent_bearing,random,46,9,dir,53.0,3663.229612,3610.229612,11,7,0,7,0.0,7,42.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,46,10,omni,379.324396,4193.284435,3813.9600389999996,13,11,3,8,361.2436952941749,11,138.24873905883499,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,46,12,omni,71.0,993.727319,922.727319,7,6,6,0,941.7463160194452,2,220.34926320388905,188.34926320388905,492.79030584565373,5,0,0,1
w6_persistent_bearing,random,46,13,omni,77.0,5094.229402,5017.229402,21,20,6,14,798.9754369345093,16,275.79508738690186,228.57304939946962,500.0,5,0,0,1
w6_persistent_bearing,random,46,17,omni,101.0,522.683355,421.683355,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,46,20,omni,1134.247481,1573.579633,439.33215199999995,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,47,1,dir,432.0,3401.163594,2969.163594,8,7,3,4,2722.2426812493645,6,585.4485362498729,389.7094929341252,500.0,2,0,0,1
w6_persistent_bearing,random,47,3,dir,17.0,2965.98818,2948.98818,8,6,1,5,559.5169758316982,6,147.90339516633964,411.3782758139628,411.3782758139628,1,0,0,1
w6_persistent_bearing,random,47,5,dir,6368.281314,7703.897306,1335.615992,14,13,3,10,1641.2302213207383,3,396.24604426414766,306.8181818181818,500.0,11,0,0,1
w6_persistent_bearing,random,47,7,dir,396.0,2176.594572,1780.594572,5,4,2,2,0.0,4,24.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,47,9,dir,698.0,1343.531766,645.5317660000001,7,3,3,0,221.17521745233037,0,59.235043490466076,84.66179210852549,149.89251373888047,3,0,0,1
w6_persistent_bearing,random,47,10,omni,4814.107781,5264.384848,450.277067,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,47,11,dir,372.0,3934.721663,3562.721663,19,18,4,14,1209.5909187771144,8,339.9181837554229,306.8181818181818,500.0,11,0,0,1
w6_persistent_bearing,random,47,12,dir,71.0,7376.419503,7305.419503,27,26,8,18,1615.9357912862674,22,475.1871582572535,234.4307147331756,500.0,6,0,0,1
w6_persistent_bearing,random,47,13,dir,2698.163471,8768.713284,6070.549813,36,35,3,32,2580.9787579190106,19,710.1957515838021,166.73901662843687,500.0,18,0,0,1
w6_persistent_bearing,random,47,14,dir,354.0,2477.093878,2123.093878,11,10,7,3,1322.4965277814615,5,319.4993055562923,214.76131426259693,500.0,6,0,0,1
w6_persistent_bearing,random,47,15,dir,5774.822023,6224.531431,449.7094080000006,13,11,5,6,615.4855616474173,0,178.09711232948345,62.09936055558599,301.16514802465963,11,0,0,1
w6_persistent_bearing,random,47,18,dir,966.70929,2094.271691,1127.562401,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,48,2,dir,2464.903619,4049.314965,1584.4113459999999,6,3,2,1,430.12761119503244,3,104.02552223900649,430.1276111950325,430.1276111950325,1,0,0,1
w6_persistent_bearing,random,48,3,dir,17.0,3498.512078,3481.512078,17,16,7,9,777.9402554974237,10,245.58805109948474,117.92471126267016,403.44939657422105,7,0,0,1
w6_persistent_bearing,random,48,4,omni,414.0,815.946947,401.946947,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,48,5,dir,5677.920085,6338.58219,660.6621050000003,3,1,1,0,431.3809934011194,0,91.27619868022387,450.3654425928271,450.3654425928271,1,0,0,1
w6_persistent_bearing,random,48,7,dir,396.0,975.498634,579.498634,10,8,5,3,552.6170076890478,1,151.52340153780955,89.85853638893386,351.0906375078271,8,0,0,1
w6_persistent_bearing,random,48,8,dir,390.0,4316.038182,3926.0381820000002,35,34,8,26,1618.6461929109814,15,508.7292385821963,133.55724540202638,500.0,24,0,0,1
w6_persistent_bearing,random,48,10,dir,59.0,4003.469984,3944.469984,16,15,6,9,1345.9287220216293,12,356.1857444043259,205.4757164088363,500.0,5,0,0,1
w6_persistent_bearing,random,48,11,dir,6712.533099,6987.497665,274.96456599999965,4,2,2,0,254.0743130154902,0,60.814862603098035,139.6435095938067,188.58872086996354,2,0,0,1
w6_persistent_bearing,random,48,12,dir,366.0,1774.810465,1408.810465,4,2,2,0,0.0,2,12.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,48,13,dir,77.0,5468.585697,5391.585697,25,24,3,21,1507.410193968538,15,436.4820387937076,306.8181818181818,500.0,11,0,0,1
w6_persistent_bearing,random,48,15,dir,2404.903619,3891.97212,1487.0685009999997,6,4,2,2,138.73849159817902,4,51.7476983196358,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,48,16,dir,5707.920085,6113.945082,406.02499700000044,1,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,48,17,dir,336.0,1201.243479,865.243479,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,48,18,dir,107.0,4626.569366,4519.569366,12,10,1,9,0.0,10,60.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,49,1,omni,5.0,1233.614939,1228.614939,4,3,3,0,534.2104392270825,2,123.8420878454165,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,49,2,dir,1691.36452,6199.095771,4507.731251,21,19,3,16,5636.5895917984135,14,1236.3179183596826,239.24801003684794,412.7798645690136,3,0,0,1
w6_persistent_bearing,random,49,4,dir,23.0,2361.414747,2338.414747,14,12,5,7,748.5029566796338,5,214.70059133592676,101.43191125333314,392.76407047999874,8,0,0,1
w6_persistent_bearing,random,49,5,omni,29.0,1614.627691,1585.627691,4,3,1,2,0.0,3,18.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,49,11,omni,379.0,2459.369578,2080.369578,6,5,2,3,434.42723609881267,5,116.88544721976254,434.42723609881267,434.42723609881267,1,0,0,1
w6_persistent_bearing,random,49,12,omni,71.0,1823.522241,1752.522241,7,6,4,2,615.4594886491943,5,158.09189772983888,399.85426840204167,500.0,2,0,0,1
w6_persistent_bearing,random,49,13,omni,1094.611022,4250.703296,3156.0922739999996,11,10,2,8,0.0,10,60.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,49,14,omni,83.0,526.285204,443.285204,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,49,17,omni,101.0,1165.423888,1064.423888,8,7,7,0,632.5281930251555,4,165.5056386050311,203.39684942474256,500.0,5,0,0,1
w6_persistent_bearing,random,49,20,dir,670.461357,3312.198667,2641.73731,11,10,4,6,2657.426720638437,6,587.4853441276874,94.8521980783367,163.8966115291261,3,0,0,1
w6_persistent_bearing,random,50,2,dir,4319.918467,5465.786577,1145.8681099999994,5,4,3,1,461.6685453738592,4,116.33370907477185,500.0,500.0,1,0,0,1
w6_persistent_bearing,random,50,3,dir,1498.218443,2930.398486,1432.180043,4,2,2,0,812.1831469461353,2,174.43662938922705,352.08923194886984,352.08923194886984,1,0,0,1
w6_persistent_bearing,random,50,4,omni,1504.218443,2895.165449,1390.947006,8,6,6,0,266.38838411395704,3,86.2776768227914,146.451865228581,379.79166679561143,5,0,0,1
w6_persistent_bearing,random,50,6,omni,773.910617,1838.204222,1064.293605,4,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,50,8,omni,47.0,6655.248934,6608.248934,22,19,5,14,0.0,19,114.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,random,50,9,omni,755.910617,1376.736652,620.826035,4,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
