seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,direction,160.07,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,direction,168.07,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,direction,21.67,,0.0,0.0
7,35.0,measure,0.0,0.0,6,no_signal,,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,direction,11.8,,0.0,0.0
11,59.0,measure,0.0,0.0,10,direction,64.75,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,direction,24.28,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,no_signal,,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,direction,315.61,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,direction,104.51,,0.0,0.0
22,318.0,measure,-484.9999999999998,840.0446416709055,20,direction,73.49,,969.9999999999999,969.9999999999999
23,324.0,measure,-484.9999999999998,840.0446416709055,19,direction,169.35,,0.0,969.9999999999999
24,330.0,measure,-484.9999999999998,840.0446416709055,18,no_signal,,,0.0,969.9999999999999
25,336.0,measure,-484.9999999999998,840.0446416709055,17,no_signal,,,0.0,969.9999999999999
26,342.0,measure,-484.9999999999998,840.0446416709055,16,no_signal,,,0.0,969.9999999999999
27,348.0,measure,-484.9999999999998,840.0446416709055,15,no_signal,,,0.0,969.9999999999999
28,354.0,measure,-484.9999999999998,840.0446416709055,14,direction,44.55,,0.0,969.9999999999999
29,360.0,measure,-484.9999999999998,840.0446416709055,13,direction,319.07,,0.0,969.9999999999999
30,366.0,measure,-484.9999999999998,840.0446416709055,12,no_signal,,,0.0,969.9999999999999
31,372.0,measure,-484.9999999999998,840.0446416709055,11,no_signal,,,0.0,969.9999999999999
32,378.0,measure,-484.9999999999998,840.0446416709055,10,direction,11.63,,0.0,969.9999999999999
33,384.0,measure,-484.9999999999998,840.0446416709055,9,no_signal,,,0.0,969.9999999999999
34,390.0,measure,-484.9999999999998,840.0446416709055,8,direction,50.74,,0.0,969.9999999999999
35,396.0,measure,-484.9999999999998,840.0446416709055,7,no_signal,,,0.0,969.9999999999999
36,402.0,measure,-484.9999999999998,840.0446416709055,6,no_signal,,,0.0,969.9999999999999
37,408.0,measure,-484.9999999999998,840.0446416709055,5,direction,335.52,,0.0,969.9999999999999
38,414.0,measure,-484.9999999999998,840.0446416709055,4,no_signal,,,0.0,969.9999999999999
39,420.0,measure,-484.9999999999998,840.0446416709055,3,direction,251.5,,0.0,969.9999999999999
40,426.0,measure,-484.9999999999998,840.0446416709055,2,no_signal,,,0.0,969.9999999999999
41,432.0,measure,-484.9999999999998,840.0446416709055,1,direction,233.25,,0.0,969.9999999999999
42,537.505292,measure,-592.1127969454344,1325.9041137753338,20,direction,352.87,,497.5264595004648,1467.5264595004646
43,591.395565,clear,-349.5270755542138,1295.7605110297636,20,success,,1,244.45136327985912,1711.9778227803238
44,644.371278,measure,-188.44649548433884,1466.7019805648845,14,direction,324.63,,234.87856284146932,1946.8563856217932
45,697.858236,clear,9.375426755457001,1326.5552210836602,14,success,,1,242.4347894006468,2189.29117502244
46,774.589907,measure,1.0287579815631597e-13,1680.0892833418109,1,no_signal,,,353.6583546356524,2542.949529658092
47,780.589907,measure,1.0287579815631597e-13,1680.0892833418109,2,no_signal,,,0.0,2542.949529658092
48,786.589907,measure,1.0287579815631597e-13,1680.0892833418109,3,no_signal,,,0.0,2542.949529658092
49,792.589907,measure,1.0287579815631597e-13,1680.0892833418109,4,no_signal,,,0.0,2542.949529658092
50,798.589907,measure,1.0287579815631597e-13,1680.0892833418109,5,no_signal,,,0.0,2542.949529658092
51,804.589907,measure,1.0287579815631597e-13,1680.0892833418109,6,no_signal,,,0.0,2542.949529658092
52,810.589907,measure,1.0287579815631597e-13,1680.0892833418109,7,no_signal,,,0.0,2542.949529658092
53,816.589907,measure,1.0287579815631597e-13,1680.0892833418109,8,direction,255.81,,0.0,2542.949529658092
54,822.589907,measure,1.0287579815631597e-13,1680.0892833418109,9,no_signal,,,0.0,2542.949529658092
55,828.589907,measure,1.0287579815631597e-13,1680.0892833418109,10,direction,307.36,,0.0,2542.949529658092
56,834.589907,measure,1.0287579815631597e-13,1680.0892833418109,11,no_signal,,,0.0,2542.949529658092
57,840.589907,measure,1.0287579815631597e-13,1680.0892833418109,12,no_signal,,,0.0,2542.949529658092
58,846.589907,measure,1.0287579815631597e-13,1680.0892833418109,13,no_signal,,,0.0,2542.949529658092
59,852.589907,measure,1.0287579815631597e-13,1680.0892833418109,15,direction,249.02,,0.0,2542.949529658092
60,858.589907,measure,1.0287579815631597e-13,1680.0892833418109,16,no_signal,,,0.0,2542.949529658092
61,864.589907,measure,1.0287579815631597e-13,1680.0892833418109,17,no_signal,,,0.0,2542.949529658092
62,870.589907,measure,1.0287579815631597e-13,1680.0892833418109,18,no_signal,,,0.0,2542.949529658092
63,876.589907,measure,1.0287579815631597e-13,1680.0892833418109,19,no_signal,,,0.0,2542.949529658092
64,910.589907,measure,1.1144832575034744e-13,1820.0892833418109,1,no_signal,,,140.0,2682.949529658092
65,916.589907,measure,1.1144832575034744e-13,1820.0892833418109,2,no_signal,,,0.0,2682.949529658092
66,922.589907,measure,1.1144832575034744e-13,1820.0892833418109,3,no_signal,,,0.0,2682.949529658092
67,928.589907,measure,1.1144832575034744e-13,1820.0892833418109,4,no_signal,,,0.0,2682.949529658092
68,934.589907,measure,1.1144832575034744e-13,1820.0892833418109,5,no_signal,,,0.0,2682.949529658092
69,940.589907,measure,1.1144832575034744e-13,1820.0892833418109,6,no_signal,,,0.0,2682.949529658092
70,946.589907,measure,1.1144832575034744e-13,1820.0892833418109,7,no_signal,,,0.0,2682.949529658092
71,952.589907,measure,1.1144832575034744e-13,1820.0892833418109,8,direction,259.57,,0.0,2682.949529658092
72,958.589907,measure,1.1144832575034744e-13,1820.0892833418109,9,no_signal,,,0.0,2682.949529658092
73,964.589907,measure,1.1144832575034744e-13,1820.0892833418109,10,direction,302.67,,0.0,2682.949529658092
74,970.589907,measure,1.1144832575034744e-13,1820.0892833418109,11,no_signal,,,0.0,2682.949529658092
75,976.589907,measure,1.1144832575034744e-13,1820.0892833418109,12,no_signal,,,0.0,2682.949529658092
76,982.589907,measure,1.1144832575034744e-13,1820.0892833418109,13,no_signal,,,0.0,2682.949529658092
77,988.589907,measure,1.1144832575034744e-13,1820.0892833418109,15,direction,251.83,,0.0,2682.949529658092
78,994.589907,measure,1.1144832575034744e-13,1820.0892833418109,16,no_signal,,,0.0,2682.949529658092
79,1000.589907,measure,1.1144832575034744e-13,1820.0892833418109,17,no_signal,,,0.0,2682.949529658092
80,1006.589907,measure,1.1144832575034744e-13,1820.0892833418109,18,no_signal,,,0.0,2682.949529658092
81,1012.589907,measure,1.1144832575034744e-13,1820.0892833418109,19,no_signal,,,0.0,2682.949529658092
82,1119.862389,measure,-91.82812020609586,1322.1229342254887,8,direction,44.42,,506.36240827378174,3189.311937931874
83,1126.351602,clear,-86.60215850810319,1327.4270054475946,8,success,,1,7.446062529824637,3196.758000461699
84,1282.587496,measure,485.0000000000001,840.0446416709054,1,no_signal,,,751.1794699881486,3947.9374704498478
85,1288.587496,measure,485.0000000000001,840.0446416709054,2,no_signal,,,0.0,3947.9374704498478
86,1294.587496,measure,485.0000000000001,840.0446416709054,3,no_signal,,,0.0,3947.9374704498478
87,1300.587496,measure,485.0000000000001,840.0446416709054,4,no_signal,,,0.0,3947.9374704498478
88,1306.587496,measure,485.0000000000001,840.0446416709054,5,direction,294.48,,0.0,3947.9374704498478
89,1312.587496,measure,485.0000000000001,840.0446416709054,6,no_signal,,,0.0,3947.9374704498478
90,1318.587496,measure,485.0000000000001,840.0446416709054,7,no_signal,,,0.0,3947.9374704498478
91,1324.587496,measure,485.0000000000001,840.0446416709054,9,direction,294.85,,0.0,3947.9374704498478
92,1330.587496,measure,485.0000000000001,840.0446416709054,10,direction,87.08,,0.0,3947.9374704498478
93,1336.587496,measure,485.0000000000001,840.0446416709054,11,no_signal,,,0.0,3947.9374704498478
94,1342.587496,measure,485.0000000000001,840.0446416709054,12,no_signal,,,0.0,3947.9374704498478
95,1348.587496,measure,485.0000000000001,840.0446416709054,13,direction,257.17,,0.0,3947.9374704498478
96,1354.587496,measure,485.0000000000001,840.0446416709054,15,direction,179.27,,0.0,3947.9374704498478
97,1360.587496,measure,485.0000000000001,840.0446416709054,16,direction,79.49,,0.0,3947.9374704498478
98,1366.587496,measure,485.0000000000001,840.0446416709054,17,no_signal,,,0.0,3947.9374704498478
99,1372.587496,measure,485.0000000000001,840.0446416709054,18,no_signal,,,0.0,3947.9374704498478
100,1378.587496,measure,485.0000000000001,840.0446416709054,19,no_signal,,,0.0,3947.9374704498478
101,1423.743975,clear,491.88633990988814,1040.7089102021455,10,success,,1,200.7823954995361,4148.719865949384
102,1543.073594,measure,644.7646346149155,495.0732338296433,9,direction,293.5,,566.6480956664332,4715.367961615817
