run_id,problem,mode,strategy,case_id,source_count,cleared_count,clear_rate,total_virtual_time_s,avg_time_per_source_s,avg_time_per_cleared_s,total_movement_distance_m,movement_time_s,measure_count,channel_switch_count,clear_attempt_count,clear_success_count,clear_fail_count,program_real_time_s,program_wall_time_s
20260913_145618_practice_001,3,practice,RARC,,,13,,4262.471377,,327.8824136153846,17052.356880145973,3410.4713760291947,133,122,13,13,0,4.908,5.042859315872192
20260913_145759_practice_002,3,practice,RARC,test,,12,,3178.868201,,264.9056834166667,11894.341014702659,2378.868202940532,124,120,12,12,0,5.089,5.153351545333862
20260913_145910_practice_003,3,practice,RARC,test,,14,,4071.114527,,290.7938947857143,16490.57262644439,3298.114525288878,118,113,14,14,0,4.87,4.9731621742248535
20260913_150000_practice_004,3,practice,RARC,test,,15,,3479.572082,,231.97147213333335,13907.860397876475,2781.572079575295,105,98,15,15,0,5.104,5.168599367141724
20260913_150710_practice_005,3,practice,RARC,2MEW-MBMB-RNRU-9DMG,,15,,3798.839882,,253.25599213333334,15294.199408436463,3058.8398816872927,112,105,15,15,0,6.569,6.656719446182251
20260913_150815_practice_006,3,practice,RARC,XG3E-MNVY-ZFKX-Z79E,,12,,3085.18772,,257.09897666666666,11820.938596587881,2364.187719317576,111,106,12,12,0,4.151,4.220180034637451
20260913_150930_practice_007,3,practice,RARC,THSW-FG94-PJYA-3NJG,,14,,3922.937342,,280.2098101428572,15914.686705179522,3182.9373410359044,113,105,14,14,0,5.127,5.195498943328857
