seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,direction,98.93,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,direction,197.59,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,no_signal,,,0.0,0.0
8,41.0,measure,0.0,0.0,7,direction,101.44,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,no_signal,,,0.0,0.0
11,59.0,measure,0.0,0.0,10,direction,100.63,,0.0,0.0
12,65.0,measure,0.0,0.0,11,direction,255.01,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,direction,270.79,,0.0,0.0
16,89.0,measure,0.0,0.0,15,direction,337.57,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,no_signal,,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,280.345773,measure,-392.72274600833066,670.1317576974407,7,direction,53.55,,776.7288638302205,776.7288638302205
23,325.016423,measure,-484.9999999999998,840.0446416709055,20,no_signal,,,193.35325118658633,970.0821150168068
24,331.016423,measure,-484.9999999999998,840.0446416709055,19,no_signal,,,0.0,970.0821150168068
25,337.016423,measure,-484.9999999999998,840.0446416709055,18,no_signal,,,0.0,970.0821150168068
26,343.016423,measure,-484.9999999999998,840.0446416709055,17,no_signal,,,0.0,970.0821150168068
27,349.016423,measure,-484.9999999999998,840.0446416709055,16,no_signal,,,0.0,970.0821150168068
28,355.016423,measure,-484.9999999999998,840.0446416709055,15,direction,307.84,,0.0,970.0821150168068
29,361.016423,measure,-484.9999999999998,840.0446416709055,14,no_signal,,,0.0,970.0821150168068
30,367.016423,measure,-484.9999999999998,840.0446416709055,13,direction,170.73,,0.0,970.0821150168068
31,373.016423,measure,-484.9999999999998,840.0446416709055,12,no_signal,,,0.0,970.0821150168068
32,379.016423,measure,-484.9999999999998,840.0446416709055,11,no_signal,,,0.0,970.0821150168068
33,385.016423,measure,-484.9999999999998,840.0446416709055,10,no_signal,,,0.0,970.0821150168068
34,391.016423,measure,-484.9999999999998,840.0446416709055,9,no_signal,,,0.0,970.0821150168068
35,397.016423,measure,-484.9999999999998,840.0446416709055,8,direction,212.64,,0.0,970.0821150168068
36,403.016423,measure,-484.9999999999998,840.0446416709055,7,direction,18.19,,0.0,970.0821150168068
37,409.016423,measure,-484.9999999999998,840.0446416709055,6,no_signal,,,0.0,970.0821150168068
38,415.016423,measure,-484.9999999999998,840.0446416709055,5,no_signal,,,0.0,970.0821150168068
39,421.016423,measure,-484.9999999999998,840.0446416709055,4,no_signal,,,0.0,970.0821150168068
40,427.016423,measure,-484.9999999999998,840.0446416709055,3,direction,264.86,,0.0,970.0821150168068
41,433.016423,measure,-484.9999999999998,840.0446416709055,2,no_signal,,,0.0,970.0821150168068
42,439.016423,measure,-484.9999999999998,840.0446416709055,1,direction,321.37,,0.0,970.0821150168068
43,505.48514,clear,-193.09116475851138,936.2179731365204,7,success,,1,307.3435826192528,1277.4256976360596
44,597.198073,measure,-81.68729218741812,517.2102221443596,1,direction,307.42,,433.5646643989164,1710.990362034976
45,608.770777,measure,-92.23299455942886,491.4194488566772,10,direction,104.27,,27.863521408746312,1738.8538834437222
46,618.612108,clear,-75.71629317730985,509.1157936095657,1,success,,1,24.206652849148217,1763.0605362928704
47,652.114975,measure,-130.22481428206945,640.7940272860601,10,no_signal,,,142.51433646194857,1905.574872754819
48,657.655674,measure,-127.59899068744232,641.4374123299453,10,direction,270.74,,2.703496599738146,1908.278369354557
49,664.96636,clear,-127.24717383934436,629.889339176249,10,success,,1,11.553431034014439,1919.8318003885715
50,800.42861,measure,485.0000000000001,840.0446416709054,2,no_signal,,,647.311248968288,2567.1430493568596
51,806.42861,measure,485.0000000000001,840.0446416709054,3,no_signal,,,0.0,2567.1430493568596
52,812.42861,measure,485.0000000000001,840.0446416709054,4,no_signal,,,0.0,2567.1430493568596
53,818.42861,measure,485.0000000000001,840.0446416709054,5,no_signal,,,0.0,2567.1430493568596
54,824.42861,measure,485.0000000000001,840.0446416709054,6,no_signal,,,0.0,2567.1430493568596
55,830.42861,measure,485.0000000000001,840.0446416709054,8,no_signal,,,0.0,2567.1430493568596
56,836.42861,measure,485.0000000000001,840.0446416709054,9,direction,349.32,,0.0,2567.1430493568596
57,842.42861,measure,485.0000000000001,840.0446416709054,11,no_signal,,,0.0,2567.1430493568596
58,848.42861,measure,485.0000000000001,840.0446416709054,12,direction,340.72,,0.0,2567.1430493568596
59,854.42861,measure,485.0000000000001,840.0446416709054,13,no_signal,,,0.0,2567.1430493568596
60,860.42861,measure,485.0000000000001,840.0446416709054,14,no_signal,,,0.0,2567.1430493568596
61,866.42861,measure,485.0000000000001,840.0446416709054,15,direction,255.0,,0.0,2567.1430493568596
62,872.42861,measure,485.0000000000001,840.0446416709054,16,no_signal,,,0.0,2567.1430493568596
63,878.42861,measure,485.0000000000001,840.0446416709054,17,no_signal,,,0.0,2567.1430493568596
64,884.42861,measure,485.0000000000001,840.0446416709054,18,no_signal,,,0.0,2567.1430493568596
65,890.42861,measure,485.0000000000001,840.0446416709054,19,no_signal,,,0.0,2567.1430493568596
66,896.42861,measure,485.0000000000001,840.0446416709054,20,no_signal,,,0.0,2567.1430493568596
67,1095.42861,measure,970.0,0.0,20,no_signal,,,969.9999999999999,3537.1430493568596
68,1101.42861,measure,970.0,0.0,19,no_signal,,,0.0,3537.1430493568596
69,1107.42861,measure,970.0,0.0,18,direction,326.92,,0.0,3537.1430493568596
70,1113.42861,measure,970.0,0.0,17,no_signal,,,0.0,3537.1430493568596
71,1119.42861,measure,970.0,0.0,16,no_signal,,,0.0,3537.1430493568596
72,1125.42861,measure,970.0,0.0,15,direction,187.64,,0.0,3537.1430493568596
73,1131.42861,measure,970.0,0.0,14,direction,219.33,,0.0,3537.1430493568596
74,1137.42861,measure,970.0,0.0,13,no_signal,,,0.0,3537.1430493568596
75,1143.42861,measure,970.0,0.0,12,direction,45.87,,0.0,3537.1430493568596
76,1149.42861,measure,970.0,0.0,11,no_signal,,,0.0,3537.1430493568596
77,1155.42861,measure,970.0,0.0,9,direction,85.9,,0.0,3537.1430493568596
78,1161.42861,measure,970.0,0.0,8,no_signal,,,0.0,3537.1430493568596
79,1167.42861,measure,970.0,0.0,6,no_signal,,,0.0,3537.1430493568596
80,1173.42861,measure,970.0,0.0,5,direction,257.92,,0.0,3537.1430493568596
81,1179.42861,measure,970.0,0.0,4,no_signal,,,0.0,3537.1430493568596
82,1185.42861,measure,970.0,0.0,3,no_signal,,,0.0,3537.1430493568596
83,1191.42861,measure,970.0,0.0,2,no_signal,,,0.0,3537.1430493568596
84,1344.942831,clear,233.87006246854907,-97.5938591874605,15,success,,1,742.5711052021616,4279.714154559021
85,1433.442646,measure,583.2457668920385,-316.89298378643946,14,direction,221.05,,412.4990774429538,4692.213232001975
86,1509.550148,measure,560.866607188734,-666.7153921770465,5,no_signal,,,350.5375075526593,5042.750739554634
87,1553.391274,measure,485.0000000000001,-840.0446416709054,2,no_signal,,,189.20563103785796,5231.956370592491
88,1559.391274,measure,485.0000000000001,-840.0446416709054,3,direction,148.85,,0.0,5231.956370592491
89,1565.391274,measure,485.0000000000001,-840.0446416709054,4,no_signal,,,0.0,5231.956370592491
90,1571.391274,measure,485.0000000000001,-840.0446416709054,5,no_signal,,,0.0,5231.956370592491
91,1577.391274,measure,485.0000000000001,-840.0446416709054,6,no_signal,,,0.0,5231.956370592491
92,1583.391274,measure,485.0000000000001,-840.0446416709054,8,no_signal,,,0.0,5231.956370592491
93,1589.391274,measure,485.0000000000001,-840.0446416709054,9,no_signal,,,0.0,5231.956370592491
94,1595.391274,measure,485.0000000000001,-840.0446416709054,11,direction,200.04,,0.0,5231.956370592491
95,1601.391274,measure,485.0000000000001,-840.0446416709054,12,no_signal,,,0.0,5231.956370592491
96,1607.391274,measure,485.0000000000001,-840.0446416709054,13,no_signal,,,0.0,5231.956370592491
97,1613.391274,measure,485.0000000000001,-840.0446416709054,14,direction,174.08,,0.0,5231.956370592491
98,1619.391274,measure,485.0000000000001,-840.0446416709054,16,no_signal,,,0.0,5231.956370592491
99,1625.391274,measure,485.0000000000001,-840.0446416709054,17,no_signal,,,0.0,5231.956370592491
100,1631.391274,measure,485.0000000000001,-840.0446416709054,18,direction,19.63,,0.0,5231.956370592491
101,1637.391274,measure,485.0000000000001,-840.0446416709054,19,no_signal,,,0.0,5231.956370592491
102,1643.391274,measure,485.0000000000001,-840.0446416709054,20,no_signal,,,0.0,5231.956370592491
103,1752.920507,measure,865.3613802984927,-488.92817393453953,5,direction,255.59,,517.6461663513379,5749.602536943829
104,1857.920507,measure,740.931913784171,-973.1980448360455,5,no_signal,,,499.99999999999994,6249.602536943829
