seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,direction,326.92,,0.0,0.0
3,11.0,measure,0.0,0.0,2,direction,17.76,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,direction,1.53,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,no_signal,,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,direction,35.17,,0.0,0.0
11,59.0,measure,0.0,0.0,10,no_signal,,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,direction,94.97,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,direction,99.05,,0.0,0.0
17,95.0,measure,0.0,0.0,16,direction,245.53,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,direction,242.79,,0.0,0.0
20,113.0,measure,0.0,0.0,19,no_signal,,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,311.612083,measure,-1.7231890251187485e-13,-938.0604140004557,20,direction,198.81,,938.0604140004557,938.0604140004557
23,317.612083,measure,-1.7231890251187485e-13,-938.0604140004557,19,no_signal,,,0.0,938.0604140004557
24,323.612083,measure,-1.7231890251187485e-13,-938.0604140004557,18,direction,171.46,,0.0,938.0604140004557
25,329.612083,measure,-1.7231890251187485e-13,-938.0604140004557,17,no_signal,,,0.0,938.0604140004557
26,335.612083,measure,-1.7231890251187485e-13,-938.0604140004557,16,direction,169.59,,0.0,938.0604140004557
27,341.612083,measure,-1.7231890251187485e-13,-938.0604140004557,14,no_signal,,,0.0,938.0604140004557
28,347.612083,measure,-1.7231890251187485e-13,-938.0604140004557,12,no_signal,,,0.0,938.0604140004557
29,353.612083,measure,-1.7231890251187485e-13,-938.0604140004557,11,direction,212.53,,0.0,938.0604140004557
30,359.612083,measure,-1.7231890251187485e-13,-938.0604140004557,10,no_signal,,,0.0,938.0604140004557
31,365.612083,measure,-1.7231890251187485e-13,-938.0604140004557,8,no_signal,,,0.0,938.0604140004557
32,371.612083,measure,-1.7231890251187485e-13,-938.0604140004557,7,no_signal,,,0.0,938.0604140004557
33,377.612083,measure,-1.7231890251187485e-13,-938.0604140004557,6,no_signal,,,0.0,938.0604140004557
34,383.612083,measure,-1.7231890251187485e-13,-938.0604140004557,5,no_signal,,,0.0,938.0604140004557
35,389.612083,measure,-1.7231890251187485e-13,-938.0604140004557,3,no_signal,,,0.0,938.0604140004557
36,475.782188,measure,-394.3124932387117,-865.9577041736857,16,direction,349.28,,400.85052462045286,1338.9109386209086
37,482.520975,clear,-385.7432349265572,-867.4247834004375,16,success,,1,8.693935212433752,1347.6048738333423
38,501.02877,measure,-448.1723459517767,-871.1301371904834,18,near,,,62.53897624768569,1410.143850081028
39,506.02877,clear,-448.1723459517767,-871.1301371904834,18,success,,1,0.0,1410.143850081028
40,554.337232,measure,-603.3065378305788,-1014.9478360566054,11,direction,242.65,,211.5423078181656,1621.6861578991936
41,660.328318,measure,-1020.0265164561649,-1300.122252760909,11,direction,312.21,,504.95543221986316,2126.6415901190567
42,716.106917,clear,-849.5803719600269,-1488.2970766418234,11,success,,1,253.89299422436116,2380.534584343418
43,891.258044,measure,-663.3088799023825,-663.3088799023824,3,no_signal,,,845.7556346325905,3226.2902189760084
44,897.258044,measure,-663.3088799023825,-663.3088799023824,5,no_signal,,,0.0,3226.2902189760084
45,903.258044,measure,-663.3088799023825,-663.3088799023824,6,no_signal,,,0.0,3226.2902189760084
46,909.258044,measure,-663.3088799023825,-663.3088799023824,7,no_signal,,,0.0,3226.2902189760084
47,915.258044,measure,-663.3088799023825,-663.3088799023824,8,no_signal,,,0.0,3226.2902189760084
48,921.258044,measure,-663.3088799023825,-663.3088799023824,10,no_signal,,,0.0,3226.2902189760084
49,927.258044,measure,-663.3088799023825,-663.3088799023824,12,no_signal,,,0.0,3226.2902189760084
50,933.258044,measure,-663.3088799023825,-663.3088799023824,14,no_signal,,,0.0,3226.2902189760084
51,939.258044,measure,-663.3088799023825,-663.3088799023824,17,direction,164.25,,0.0,3226.2902189760084
52,945.258044,measure,-663.3088799023825,-663.3088799023824,19,no_signal,,,0.0,3226.2902189760084
53,951.258044,measure,-663.3088799023825,-663.3088799023824,20,direction,253.13,,0.0,3226.2902189760084
54,1043.960602,measure,-1083.3217541054692,-789.3352766487587,20,direction,298.8,,438.512790204816,3664.8030091808246
55,1149.296873,clear,-839.9832179553711,-1228.0499186341428,20,success,,1,501.68135331905285,4166.4843624998775
56,1389.519241,measure,-966.4020612392396,-63.7813847031141,17,direction,247.36,,1171.1118405340876,5337.596203033965
57,1494.227641,clear,-1158.474965015836,-523.8380391756309,17,success,,1,498.54199992540083,5836.138202959366
58,1613.89186,measure,-938.0604140004557,1.148792683412499e-13,19,no_signal,,,568.3210937372303,6404.4592966965965
59,1619.89186,measure,-938.0604140004557,1.148792683412499e-13,14,no_signal,,,0.0,6404.4592966965965
60,1625.89186,measure,-938.0604140004557,1.148792683412499e-13,12,no_signal,,,0.0,6404.4592966965965
61,1631.89186,measure,-938.0604140004557,1.148792683412499e-13,10,no_signal,,,0.0,6404.4592966965965
62,1637.89186,measure,-938.0604140004557,1.148792683412499e-13,8,no_signal,,,0.0,6404.4592966965965
63,1643.89186,measure,-938.0604140004557,1.148792683412499e-13,7,no_signal,,,0.0,6404.4592966965965
64,1649.89186,measure,-938.0604140004557,1.148792683412499e-13,6,no_signal,,,0.0,6404.4592966965965
65,1655.89186,measure,-938.0604140004557,1.148792683412499e-13,5,no_signal,,,0.0,6404.4592966965965
66,1661.89186,measure,-938.0604140004557,1.148792683412499e-13,3,no_signal,,,0.0,6404.4592966965965
67,1810.483932,measure,-663.3088799023824,663.3088799023825,3,direction,60.31,,717.960357991023,7122.419654687619
68,1816.483932,measure,-663.3088799023824,663.3088799023825,5,no_signal,,,0.0,7122.419654687619
69,1822.483932,measure,-663.3088799023824,663.3088799023825,6,no_signal,,,0.0,7122.419654687619
70,1828.483932,measure,-663.3088799023824,663.3088799023825,7,no_signal,,,0.0,7122.419654687619
71,1834.483932,measure,-663.3088799023824,663.3088799023825,8,no_signal,,,0.0,7122.419654687619
72,1840.483932,measure,-663.3088799023824,663.3088799023825,10,no_signal,,,0.0,7122.419654687619
73,1846.483932,measure,-663.3088799023824,663.3088799023825,12,direction,45.29,,0.0,7122.419654687619
