avg_time_per_source_s,channel_switch_count,channel_switch_time_s,clear_fail,clear_success,clear_time_s,cleared,coarse_failures,coarse_successes,completed_search_points,deferred_targets,dir_count,discovered_but_not_cleared,error,event_intersection_attempt,event_intersection_selected,event_nbv_selected,event_no_progress_guard,event_route_choice,event_route_repair,event_scan_continue,event_scan_observe,event_spatial_bundle,event_spatial_service,event_tail_fallback,exit_state_count,fallback_rate,fallback_targets,information_ridge_selected_count,intersection_attempts,intersection_selected_count,legacy_backbone_fallback_count,local_reacquisition_measure_count,local_reacquisition_move_m,local_reacquisition_switch_count,local_reacquisition_time_s,measure_count,measure_time_s,mec_checks,move_distance_m,move_time_s,n,nbv_effective_count,nbv_selected_count,near_count,never_discovered,no_progress_guard_count,no_signal_after_found,non_reacquisition_time_s,number_cleared,number_discovered,omni_count,policy_runtime_s,problem,reacquisition_attempts,reacquisition_successes,remaining_search_points,route_repair_count,seed,source_count,spatial_stop_selected_count,success,suite,switch_count,switch_time_s,tail_fallback_event_count,tail_rescue_count,targets_remaining_at_exit,termination_reason,time_component_delta_s,total,total_time_s,version,w2_fallback_count,w3_coarse_fallback_count,wait_for_route_success_count
669.2648537142858,408,408.0,0,14,70.0,14,3,13,25,8,9,0,,16,12,16,0,55,2000,49086,416,0,0,2313,1,0.0,0,0,0,12,0,156,9687.568018277614,149,2866.5136036555227,416,2080.0,13,34058.53976668924,6811.707953337846,27,0,16,0,0,0,139,6503.1943483444775,14,14,5,123.88953369999945,4,156,27,25,2000,10000,14,0,1,min_reff,408,408.0,2313,0,0,max_macro_steps,-1.3378466974245384e-06,14,9369.707952,w5pro,0,0,0
