avg_time_per_source_s,certificate_summary_count,channel_switch_count,channel_switch_time_s,clear_fail,clear_success,clear_time_s,cleared,coarse_failures,coarse_successes,completed_search_points,corridor_opportunity_count,deferred_targets,dir_count,discovered_but_not_cleared,error,error_field,event_corridor_opportunity,event_information_ridge,event_information_ridge_selected,event_intersection_attempt,event_intersection_selected,event_nbv_selected,event_no_progress_guard,event_outcome_probabilities,event_route_choice,event_route_repair,event_scan_continue,event_scan_observe,event_spatial_bundle,event_spatial_service,event_tail_fallback,exit_state_count,fallback_rate,fallback_targets,information_ridge_selected_count,intersection_attempts,intersection_selected_count,legacy_backbone_fallback_count,local_reacquisition_measure_count,local_reacquisition_move_m,local_reacquisition_switch_count,local_reacquisition_time_s,measure_count,measure_time_s,mec_checks,move_distance_m,move_time_s,n,nbv_effective_count,nbv_selected_count,near_count,never_discovered,no_progress_guard_count,no_signal_after_found,non_reacquisition_time_s,number_cleared,number_discovered,omni_count,outcome_probability_count,policy_runtime_s,problem,reacquisition_attempts,reacquisition_successes,remaining_search_points,route_repair_count,seed,source_count,spatial_stop_selected_count,success,suite,switch_count,switch_time_s,tail_fallback_event_count,tail_rescue_count,targets_remaining_at_exit,termination_reason,time_component_delta_s,total,total_time_s,version,w2_fallback_count,w3_coarse_fallback_count,wait_for_route_success_count
582.8052475,1,222,222.0,0,16,80.0,16,84,27,21,88,1,12,0,,smooth,88,1154,160,132,122,132,0,132,160,160,401,335,574,20,270,1,0.0,3,160,0,122,0,150,12241.999073423609,43,3241.3998146847216,335,1675.0,27,36739.41982129111,7347.883964258214,27,0,132,8,0,0,121,6083.484145315278,16,16,4,132,31.078705599997193,4,150,41,0,160,0,16,0,1,collinear,222,222.0,270,0,0,hard_complete,-4.258221451891586e-06,16,9324.88396,w5pro,0,0,0
540.0280840625,1,218,218.0,0,16,80.0,16,39,26,15,130,0,12,0,,iid,130,920,121,93,70,93,0,93,122,122,306,284,984,36,226,1,0.0,0,121,0,70,0,81,10928.987668464593,27,2617.7975336929185,284,1420.0,26,34612.246717902846,6922.449343580569,27,0,93,2,0,0,62,6022.651811307082,16,16,4,93,50.32755220000399,4,81,30,0,122,0,16,0,1,collinear,218,218.0,226,0,0,hard_complete,1.4194320101523772e-06,16,8640.449345,w5pro,0,0,0
570.263448875,1,233,233.0,0,16,80.0,16,54,24,23,80,1,12,0,,biased,80,734,125,91,83,91,0,91,125,125,410,307,76,11,248,1,0.0,1,125,0,83,0,122,11699.457848894164,52,3001.891569778833,307,1535.0,24,36381.07591991905,7276.215183983809,27,0,91,4,0,0,97,6122.323612221167,16,16,4,91,18.86151059999247,4,122,37,0,125,0,16,0,1,collinear,233,233.0,248,0,0,hard_complete,-1.98380985239055e-06,16,9124.215182,w5pro,0,0,0
542.0105224375,1,219,219.0,0,16,80.0,16,27,28,15,128,0,12,0,,adversarial,128,848,112,82,59,82,0,82,113,113,306,274,903,37,216,1,0.0,0,112,0,59,0,70,10674.048955552695,28,2512.8097911105388,274,1370.0,28,35015.84181039681,7003.168362079361,27,0,82,0,0,0,52,6159.358567889461,16,16,4,82,46.387659199986956,4,70,31,0,113,0,16,0,1,collinear,219,219.0,216,0,0,hard_complete,-3.07936170429457e-06,16,8672.168359,w5pro,0,0,0
573.5552360625,1,220,220.0,0,16,80.0,16,82,27,15,115,0,12,0,,piecewise,115,1312,170,147,124,147,0,147,171,171,306,337,1486,35,270,1,0.0,2,170,0,124,0,132,11423.79407785712,29,2973.758815571424,337,1685.0,27,35959.41889704619,7191.883779409247,27,0,147,7,0,0,106,6203.124961428575,16,16,4,147,70.99343789998966,4,132,37,0,171,0,16,0,1,collinear,220,220.0,270,0,0,hard_complete,-2.409238732070662e-06,16,9176.883777,w5pro,0,0,0
612.229303375,1,283,283.0,0,16,80.0,16,90,26,15,89,6,12,0,,smooth,89,1304,167,144,104,144,0,144,169,169,383,401,1383,33,331,1,0.0,1,167,0,104,0,177,12040.018096780768,72,3365.0036193561536,401,2005.0,26,37138.34426696751,7427.668853393501,27,0,144,6,0,0,152,6430.665234643846,16,16,4,144,57.45405130001018,4,177,33,0,169,0,16,0,1,far_pair,283,283.0,331,0,0,hard_complete,6.064965418772772e-07,16,9795.668854,w5pro,0,0,0
593.153437125,1,288,288.0,0,16,80.0,16,35,30,15,107,7,12,0,,iid,107,901,117,89,62,89,0,89,118,118,359,357,874,33,291,1,0.0,0,117,0,62,0,130,12842.874896558274,74,3292.5749793116547,357,1785.0,30,36687.27497325631,7337.454994651262,27,0,89,2,0,0,106,6197.880014688345,16,16,4,89,34.575832799993805,4,130,36,0,118,0,16,0,1,far_pair,288,288.0,291,0,0,hard_complete,-6.512618710985407e-07,16,9490.454994,w5pro,0,0,0
595.9496069375,1,275,275.0,0,16,80.0,16,54,27,15,89,6,12,0,,biased,89,1024,132,106,76,106,0,106,134,134,384,362,1029,33,296,1,0.0,1,132,0,76,0,139,11842.850266267196,65,3128.5700532534393,362,1810.0,27,36850.96857609489,7370.19371521898,27,0,106,3,0,0,117,6406.623657746561,16,16,4,106,45.41445219999878,4,139,31,0,134,0,16,0,1,far_pair,275,275.0,296,0,0,hard_complete,-4.218978574499488e-06,16,9535.193711,w5pro,0,0,0
608.49164025,1,320,320.0,0,16,80.0,16,15,27,21,88,7,12,0,,adversarial,88,673,92,56,43,56,0,56,92,92,501,358,255,15,299,1,0.0,0,92,0,43,0,123,11643.360353675744,91,3034.6720707351487,358,1790.0,27,37729.33118713507,7545.866237427012,27,0,56,1,0,0,102,6701.194173264852,16,16,4,56,15.744896100004553,4,123,33,0,92,0,16,0,1,far_pair,320,320.0,299,0,0,hard_complete,6.572987331310287e-06,16,9735.866244,w5pro,0,0,0
626.390729625,1,304,304.0,0,16,80.0,16,84,32,15,101,7,12,0,,piecewise,101,1309,168,145,109,145,0,145,169,169,359,413,1377,33,340,1,0.0,0,168,0,109,0,186,14418.118607758373,90,3903.623721551675,413,2065.0,32,37866.25836533612,7573.251673067221,27,0,145,7,0,0,155,6118.627952448324,16,16,4,145,52.71073810000962,4,186,43,0,169,0,16,0,1,far_pair,304,304.0,340,0,0,hard_complete,9.327741281595081e-07,16,10022.251674,w5pro,0,0,0
