seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,no_signal,,,0.0,0.0
3,11.0,measure,0.0,0.0,2,direction,160.17,,0.0,0.0
4,17.0,measure,0.0,0.0,3,no_signal,,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,direction,328.74,,0.0,0.0
7,35.0,measure,0.0,0.0,6,direction,201.11,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,no_signal,,,0.0,0.0
10,53.0,measure,0.0,0.0,9,direction,148.96,,0.0,0.0
11,59.0,measure,0.0,0.0,10,direction,26.27,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,direction,76.12,,0.0,0.0
17,95.0,measure,0.0,0.0,16,no_signal,,,0.0,0.0
18,101.0,measure,0.0,0.0,17,direction,21.11,,0.0,0.0
19,107.0,measure,0.0,0.0,18,no_signal,,,0.0,0.0
20,113.0,measure,0.0,0.0,19,direction,252.71,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,278.470089,measure,-767.0102294867243,22.847604458291784,2,direction,105.16,,767.3504448208524,767.3504448208524
23,318.983958,measure,-938.0604140004557,1.148792683412499e-13,20,no_signal,,,172.5693444724877,939.9197892933402
24,324.983958,measure,-938.0604140004557,1.148792683412499e-13,18,no_signal,,,0.0,939.9197892933402
25,330.983958,measure,-938.0604140004557,1.148792683412499e-13,16,no_signal,,,0.0,939.9197892933402
26,336.983958,measure,-938.0604140004557,1.148792683412499e-13,14,no_signal,,,0.0,939.9197892933402
27,342.983958,measure,-938.0604140004557,1.148792683412499e-13,13,no_signal,,,0.0,939.9197892933402
