version,n,problem,suite,episodes,clear_rate,full_clear_cases,clear_fail_total,error_count,mean_total_time_s,median_total_time_s,p95_total_time_s,max_total_time_s,mean_avg_time_per_source_s,median_avg_time_per_source_s,p95_avg_time_per_source_s,mean_move_distance_m,mean_measure_count,mean_switch_count,mean_source_count,mean_omni_count,mean_dir_count,mean_policy_runtime_s,max_abs_time_component_delta_s,mean_reacquisition_attempts,mean_reacquisition_successes,mean_no_signal_after_found,mean_targets_remaining_at_exit,mean_local_reacquisition_move_m,mean_local_reacquisition_time_s,mean_non_reacquisition_time_s,mean_coarse_successes,mean_coarse_failures,mean_intersection_attempts,mean_fallback_targets,mean_guaranteed_clear_attempts,mean_guaranteed_clear_failures
w6_persistent_bearing,25,4,random,100,1.0,100,0,0,7610.9407446000005,7446.590436500001,9297.306705399998,11018.968974,610.2291409100977,608.4089696727273,777.2559930250001,26462.60372293318,382.36,342.92,12.74,6.25,6.49,3.30800528209,1.5256513506756164e-05,113.79,34.76,88.33,0.0,9020.348066055703,2452.8096132111405,5158.131131388859,20.5,19.26,0.0,0.19,10.9,0.0
w6_persistent_bearing,25,4,min_reff,50,1.0,50,0,0,7330.18781468,7284.978946,8116.6081531499985,8657.799936,585.9273932428202,581.4995925833333,732.3593548231818,25440.8390708346,367.1,342.82,12.74,3.9,8.84,1.7639774474800014,5.0726093832054175e-06,75.7,20.1,64.66,0.0,7539.129108666065,1944.165821733213,5386.021992946788,14.14,8.56,0.0,0.0,12.54,0.0
w6_persistent_bearing,25,4,collinear,50,1.0,50,0,0,6872.5801634,6952.595005,7638.725352199999,8413.311295,551.5320140615501,559.5956014772728,698.685841445,24101.200813167747,334.86,314.34,12.74,3.9,8.84,3.587711554179998,3.913147338607814e-06,80.62,22.98,66.98,0.0,6514.987813732426,1772.4175627464851,5100.162600653515,14.38,6.94,0.0,0.0,12.64,0.0
w6_persistent_bearing,25,4,overall,200,1.0,200,0,0,7356.16236682,7172.679239,9047.5088273,11018.968974,589.4794222811414,589.1631519083334,757.3832122749998,25616.811832467178,366.67,335.75,12.74,5.075,7.665,2.9919248914599996,1.5256513506756164e-05,95.975,28.15,77.075,0.0,8023.7032636274735,2155.5506527254947,5200.611714094505,17.38,13.505,0.0,0.095,11.745,0.0
