avg_time_per_source_s,certificate_summary_count,channel_switch_count,channel_switch_time_s,clear_fail,clear_success,clear_time_s,cleared,coarse_failures,coarse_successes,completed_search_points,deferred_targets,dir_count,discovered_but_not_cleared,error,event_intersection_attempt,event_intersection_selected,event_nbv_selected,event_no_progress_guard,event_route_choice,event_route_repair,event_scan_continue,event_scan_observe,event_spatial_bundle,event_spatial_service,event_tail_fallback,exit_state_count,fallback_rate,fallback_targets,information_ridge_selected_count,intersection_attempts,intersection_selected_count,legacy_backbone_fallback_count,local_reacquisition_measure_count,local_reacquisition_move_m,local_reacquisition_switch_count,local_reacquisition_time_s,measure_count,measure_time_s,mec_checks,move_distance_m,move_time_s,n,nbv_effective_count,nbv_selected_count,near_count,never_discovered,no_progress_guard_count,no_signal_after_found,non_reacquisition_time_s,number_cleared,number_discovered,omni_count,policy_runtime_s,problem,reacquisition_attempts,reacquisition_successes,remaining_search_points,route_repair_count,seed,source_count,spatial_stop_selected_count,success,suite,switch_count,switch_time_s,tail_fallback_event_count,tail_rescue_count,targets_remaining_at_exit,termination_reason,time_component_delta_s,total,total_time_s,version,w2_fallback_count,w3_coarse_fallback_count,wait_for_route_success_count
644.1357983125,1,347,347.0,0,16,80.0,16,12,31,19,8,10,0,,60,24,60,0,93,93,419,391,360,21,311,1,0.0,1,0,0,24,0,161,12368.920603314775,126,3404.784120662955,391,1955.0,31,39620.863860318306,7924.17277206366,27,0,60,2,0,0,121,6901.388652337046,16,16,6,113.56704059999902,4,161,51,0,93,0,16,0,1,random,347,347.0,311,0,0,hard_complete,9.36339347390458e-07,16,10306.172773,w5pro,0,0,0
