seq,virtual_time_s,action,x,y,channel,result_type,direction_deg,clear_success,moved_distance_m,cumulative_distance_m
2,5.0,measure,0.0,0.0,1,no_signal,,,0.0,0.0
3,11.0,measure,0.0,0.0,2,no_signal,,,0.0,0.0
4,17.0,measure,0.0,0.0,3,direction,18.49,,0.0,0.0
5,23.0,measure,0.0,0.0,4,no_signal,,,0.0,0.0
6,29.0,measure,0.0,0.0,5,no_signal,,,0.0,0.0
7,35.0,measure,0.0,0.0,6,direction,248.39,,0.0,0.0
8,41.0,measure,0.0,0.0,7,no_signal,,,0.0,0.0
9,47.0,measure,0.0,0.0,8,direction,71.1,,0.0,0.0
10,53.0,measure,0.0,0.0,9,direction,132.45,,0.0,0.0
11,59.0,measure,0.0,0.0,10,no_signal,,,0.0,0.0
12,65.0,measure,0.0,0.0,11,no_signal,,,0.0,0.0
13,71.0,measure,0.0,0.0,12,no_signal,,,0.0,0.0
14,77.0,measure,0.0,0.0,13,no_signal,,,0.0,0.0
15,83.0,measure,0.0,0.0,14,no_signal,,,0.0,0.0
16,89.0,measure,0.0,0.0,15,no_signal,,,0.0,0.0
17,95.0,measure,0.0,0.0,16,direction,107.34,,0.0,0.0
18,101.0,measure,0.0,0.0,17,no_signal,,,0.0,0.0
19,107.0,measure,0.0,0.0,18,no_signal,,,0.0,0.0
20,113.0,measure,0.0,0.0,19,direction,61.29,,0.0,0.0
21,119.0,measure,0.0,0.0,20,no_signal,,,0.0,0.0
22,319.0,measure,-970.0,1.1879073951729327e-13,1,no_signal,,,970.0,970.0
23,325.0,measure,-970.0,1.1879073951729327e-13,2,no_signal,,,0.0,970.0
24,331.0,measure,-970.0,1.1879073951729327e-13,3,no_signal,,,0.0,970.0
25,337.0,measure,-970.0,1.1879073951729327e-13,4,no_signal,,,0.0,970.0
26,343.0,measure,-970.0,1.1879073951729327e-13,5,no_signal,,,0.0,970.0
27,349.0,measure,-970.0,1.1879073951729327e-13,6,direction,306.23,,0.0,970.0
28,355.0,measure,-970.0,1.1879073951729327e-13,7,no_signal,,,0.0,970.0
29,361.0,measure,-970.0,1.1879073951729327e-13,8,direction,25.93,,0.0,970.0
30,367.0,measure,-970.0,1.1879073951729327e-13,9,direction,75.06,,0.0,970.0
31,373.0,measure,-970.0,1.1879073951729327e-13,10,direction,97.34,,0.0,970.0
32,379.0,measure,-970.0,1.1879073951729327e-13,11,no_signal,,,0.0,970.0
33,385.0,measure,-970.0,1.1879073951729327e-13,12,direction,210.59,,0.0,970.0
34,391.0,measure,-970.0,1.1879073951729327e-13,13,direction,230.82,,0.0,970.0
35,397.0,measure,-970.0,1.1879073951729327e-13,14,no_signal,,,0.0,970.0
36,403.0,measure,-970.0,1.1879073951729327e-13,15,direction,99.1,,0.0,970.0
37,409.0,measure,-970.0,1.1879073951729327e-13,16,no_signal,,,0.0,970.0
38,415.0,measure,-970.0,1.1879073951729327e-13,17,no_signal,,,0.0,970.0
39,421.0,measure,-970.0,1.1879073951729327e-13,18,direction,143.37,,0.0,970.0
40,427.0,measure,-970.0,1.1879073951729327e-13,19,no_signal,,,0.0,970.0
41,433.0,measure,-970.0,1.1879073951729327e-13,20,direction,249.43,,0.0,970.0
42,538.927013,measure,-1162.11727692415,461.22245424935244,18,direction,193.15,,499.635067220613,1469.635067220613
43,698.536937,measure,-1786.5826438041108,14.072336261992945,12,direction,279.0,,768.049622386883,2237.6846896074962
44,735.349218,measure,-1940.0,2.3758147903458654e-13,1,no_signal,,,154.06140279124725,2391.7460923987437
45,741.349218,measure,-1940.0,2.3758147903458654e-13,2,direction,304.86,,0.0,2391.7460923987437
46,747.349218,measure,-1940.0,2.3758147903458654e-13,3,no_signal,,,0.0,2391.7460923987437
47,753.349218,measure,-1940.0,2.3758147903458654e-13,4,no_signal,,,0.0,2391.7460923987437
48,759.349218,measure,-1940.0,2.3758147903458654e-13,5,no_signal,,,0.0,2391.7460923987437
49,765.349218,measure,-1940.0,2.3758147903458654e-13,6,no_signal,,,0.0,2391.7460923987437
50,771.349218,measure,-1940.0,2.3758147903458654e-13,7,no_signal,,,0.0,2391.7460923987437
51,777.349218,measure,-1940.0,2.3758147903458654e-13,8,no_signal,,,0.0,2391.7460923987437
52,783.349218,measure,-1940.0,2.3758147903458654e-13,9,no_signal,,,0.0,2391.7460923987437
53,789.349218,measure,-1940.0,2.3758147903458654e-13,10,direction,56.01,,0.0,2391.7460923987437
54,795.349218,measure,-1940.0,2.3758147903458654e-13,11,no_signal,,,0.0,2391.7460923987437
55,801.349218,measure,-1940.0,2.3758147903458654e-13,12,direction,296.8,,0.0,2391.7460923987437
56,807.349218,measure,-1940.0,2.3758147903458654e-13,13,direction,304.85,,0.0,2391.7460923987437
57,813.349218,measure,-1940.0,2.3758147903458654e-13,14,no_signal,,,0.0,2391.7460923987437
58,819.349218,measure,-1940.0,2.3758147903458654e-13,15,no_signal,,,0.0,2391.7460923987437
59,825.349218,measure,-1940.0,2.3758147903458654e-13,16,no_signal,,,0.0,2391.7460923987437
60,831.349218,measure,-1940.0,2.3758147903458654e-13,17,no_signal,,,0.0,2391.7460923987437
61,837.349218,measure,-1940.0,2.3758147903458654e-13,18,direction,39.46,,0.0,2391.7460923987437
62,843.349218,measure,-1940.0,2.3758147903458654e-13,19,no_signal,,,0.0,2391.7460923987437
63,849.349218,measure,-1940.0,2.3758147903458654e-13,20,direction,297.95,,0.0,2391.7460923987437
64,953.328325,clear,-1717.1107012603975,-441.8619147292087,12,success,,1,494.895535624231,2886.6416280229746
65,1019.454269,measure,-1493.1151697930472,-642.371842301374,13,direction,203.72,,300.62972103958,3187.2713490625547
66,1025.81906,clear,-1499.4098371815976,-645.0068952214388,13,success,,1,6.8239535039462895,3194.095302566501
67,1071.825038,measure,-1454.9999999999998,-840.0446416709057,1,no_signal,,,200.0298882131932,3394.125190779694
68,1077.825038,measure,-1454.9999999999998,-840.0446416709057,2,no_signal,,,0.0,3394.125190779694
69,1083.825038,measure,-1454.9999999999998,-840.0446416709057,3,no_signal,,,0.0,3394.125190779694
70,1089.825038,measure,-1454.9999999999998,-840.0446416709057,4,no_signal,,,0.0,3394.125190779694
71,1095.825038,measure,-1454.9999999999998,-840.0446416709057,5,no_signal,,,0.0,3394.125190779694
72,1101.825038,measure,-1454.9999999999998,-840.0446416709057,6,direction,358.22,,0.0,3394.125190779694
73,1107.825038,measure,-1454.9999999999998,-840.0446416709057,7,no_signal,,,0.0,3394.125190779694
74,1113.825038,measure,-1454.9999999999998,-840.0446416709057,8,no_signal,,,0.0,3394.125190779694
75,1119.825038,measure,-1454.9999999999998,-840.0446416709057,9,no_signal,,,0.0,3394.125190779694
76,1125.825038,measure,-1454.9999999999998,-840.0446416709057,10,no_signal,,,0.0,3394.125190779694
77,1131.825038,measure,-1454.9999999999998,-840.0446416709057,11,no_signal,,,0.0,3394.125190779694
78,1137.825038,measure,-1454.9999999999998,-840.0446416709057,14,no_signal,,,0.0,3394.125190779694
79,1143.825038,measure,-1454.9999999999998,-840.0446416709057,15,no_signal,,,0.0,3394.125190779694
80,1149.825038,measure,-1454.9999999999998,-840.0446416709057,16,no_signal,,,0.0,3394.125190779694
81,1155.825038,measure,-1454.9999999999998,-840.0446416709057,17,no_signal,,,0.0,3394.125190779694
