strategy,suite,seed,channel,kind,first_found_time_s,clear_time_s,found_to_clear_s,supplement_measure_count,reacquisition_attempts,reacquisition_successes,reacquisition_no_signal,reacquisition_move_m,reacquisition_switch_count,reacquisition_time_s,mean_planned_step_m,max_planned_step_m,coarse_probe_count,intersection_probe_count,fallback_probe_count,cleared
w6_persistent_bearing,collinear,10001,20,dir,5249.900988,5969.240715,719.3397269999996,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10002,1,dir,1395.282296,5750.263649,4354.981353,13,12,2,10,4376.995047329671,10,945.3990094659342,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10002,2,dir,11.0,5476.522935,5465.522935,18,16,4,12,534.3403913766645,16,202.8680782753329,500.0,500.0,2,0,0,1
w6_persistent_bearing,collinear,10002,3,dir,420.0,4810.296961,4390.296961,15,13,2,11,500.0,13,178.0,500.0,500.0,1,0,0,1
w6_persistent_bearing,collinear,10002,4,omni,23.0,4760.623827,4737.623827,15,12,5,7,0.0,12,72.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10002,5,dir,1041.125639,5577.5614,4536.435761,14,13,2,11,635.4799468760182,13,205.09598937520363,500.0,500.0,1,0,0,1
w6_persistent_bearing,collinear,10002,6,dir,35.0,5321.069387,5286.069387,19,18,1,17,154.35952038120092,16,136.87190407624018,500.0,500.0,3,0,0,1
w6_persistent_bearing,collinear,10002,8,dir,390.0,4825.484367,4435.484367,14,13,1,12,0.0,13,78.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10002,9,dir,384.0,5459.471706,5075.471706,15,12,0,12,0.0,12,72.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10002,11,dir,1335.282296,5646.649479,4311.367182999999,13,9,0,9,0.0,9,54.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10002,12,omni,71.0,5367.339376,5296.339376,16,12,3,9,0.0,12,72.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10002,13,dir,993.125639,6280.708663,5287.5830240000005,22,21,2,19,971.5336236359615,17,316.3067247271923,326.9935889121357,435.99145188284757,6,0,0,1
w6_persistent_bearing,collinear,10002,17,dir,101.0,4539.857888,4438.857888,17,15,4,11,991.7857895938325,14,287.3571579187665,291.9603479964134,500.0,3,0,0,1
w6_persistent_bearing,collinear,10002,19,dir,113.0,1087.48928,974.48928,4,3,3,0,500.0,3,118.0,500.0,500.0,1,0,0,1
w6_persistent_bearing,collinear,10003,1,dir,5.0,1514.984719,1509.984719,5,4,3,1,2008.406889001704,2,423.6813778003408,426.6319999375082,500.0,2,0,0,1
w6_persistent_bearing,collinear,10003,2,dir,2281.959272,3161.022586,879.063314,6,5,4,1,452.447771987713,2,117.4895543975426,154.5216575984458,419.23651425235306,4,0,0,1
w6_persistent_bearing,collinear,10003,3,dir,1271.735874,5543.533719,4271.797845,18,17,2,15,3386.541078583542,10,772.3082157167084,375.0,500.0,6,0,0,1
w6_persistent_bearing,collinear,10003,5,omni,29.0,2062.62085,2033.6208499999998,3,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10003,6,dir,2263.959272,2926.993083,663.0338109999998,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10003,7,dir,2257.959272,2986.140332,728.1810599999999,9,8,3,5,1014.5165284525641,4,246.9033056905128,262.0225949880426,425.206820151028,6,0,0,1
w6_persistent_bearing,collinear,10003,8,omni,47.0,1407.776568,1360.776568,4,2,2,0,24.394576310087547,2,16.878915262017507,436.3309964188701,436.3309964188701,1,0,0,1
w6_persistent_bearing,collinear,10003,9,dir,5094.079977,5433.327959,339.24798199999987,2,0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10003,13,omni,77.0,1422.256634,1345.256634,4,2,2,0,537.3769738990662,2,119.47539477981324,426.0482535641978,426.0482535641978,1,0,0,1
w6_persistent_bearing,collinear,10003,14,dir,1337.735874,1994.904726,657.168852,6,5,5,0,721.5219375304466,0,169.3043875060893,175.7046909767899,500.0,5,0,0,1
w6_persistent_bearing,collinear,10003,15,dir,2227.959272,3658.882219,1430.922947,7,6,4,2,1066.4683709038416,3,246.2936741807683,161.14430562898937,500.0,4,0,0,1
w6_persistent_bearing,collinear,10003,16,dir,95.0,1460.419589,1365.419589,3,1,0,1,0.0,1,6.0,0.0,0.0,0,0,0,1
w6_persistent_bearing,collinear,10003,17,dir,2221.959272,3417.523072,1195.5638,15,14,5,9,348.3496342100839,5,144.66992684201676,197.0721614801927,421.97999568037994,12,0,0,1
w6_persistent_bearing,collinear,10003,18,omni,107.0,1397.10867,1290.10867,4,2,2,0,14.51801855469579,2,14.903603710939159,440.4394456934155,440.4394456934155,1,0,0,1
