avg_time_per_source_s,channel_switch_count,channel_switch_time_s,clear_fail,clear_success,clear_time_s,cleared,coarse_failures,coarse_successes,completed_search_points,deferred_targets,dir_count,discovered_but_not_cleared,error,event_intersection_attempt,event_intersection_selected,event_nbv_selected,event_no_progress_guard,event_route_choice,event_scan_continue,event_scan_observe,event_spatial_bundle,event_spatial_service,event_tail_fallback,fallback_rate,fallback_targets,information_ridge_selected_count,intersection_attempts,intersection_selected_count,legacy_backbone_fallback_count,local_reacquisition_measure_count,local_reacquisition_move_m,local_reacquisition_switch_count,local_reacquisition_time_s,measure_count,measure_time_s,mec_checks,move_distance_m,move_time_s,n,nbv_effective_count,nbv_selected_count,near_count,never_discovered,no_signal_after_found,non_reacquisition_time_s,number_cleared,number_discovered,omni_count,policy_runtime_s,problem,reacquisition_attempts,reacquisition_successes,remaining_search_points,seed,source_count,spatial_stop_selected_count,success,suite,switch_count,switch_time_s,tail_rescue_count,targets_remaining_at_exit,termination_reason,time_component_delta_s,total,total_time_s,version,w2_fallback_count,w3_coarse_fallback_count,wait_for_route_success_count
452.2252351428571,353,353.0,0,7,35.0,7,0,0,20,7,9,7,,36,23,36,0,60,670,386,2,0,317,0.0,0,0,0,23,0,120,11490.630632387927,120,3018.1261264775853,386,1930.0,0,20065.766459760755,4013.15329195215,27,0,36,3,0,118,3313.0271655224146,7,14,5,217.89346629999636,4,120,12,5,10000,14,0,0,min_reff,353,353.0,0,7,max_macro_steps,4.784942575497553e-08,14,6331.153292,w5pro,0,0,0
